,frequency
Endurance,1
races,1
in,1
Gran,1
Turismo,1
3,1
are,3
a,3
bitch,1
The,1
easiest,1
one,2
im,1
my,1
opinion,1
is,1
the,7
Roadster,1
race,2
All,1
of,2
cars,2
stock,1
roadsters,1
so,1
it,1
s,1
fairly,1
easy,1
to,2
get,1
useable,1
car,2
from,1
start,1
I,4
used,1
Mazda,4
LS,1
with,1
super,1
slick,1
AKA,1
high,1
endurance,1
tires,1
It,1
took,1
over,1
70,1
minutes,1
complete,1
40,1
laps,1
but,1
demolished,1
competition,1
lapped,2
everyone,1
and,2
almost,1
double,1
slowest,1
There,1
four,1
possible,1
you,1
can,1
receive,1
after,1
winning,1
this,1
F688,1
S,1
F1,1
Miata,4
1,1
8,1
RS,2
or,1
course,1
got,1
worst,1
plain,1
Sigh,1
