,frequency
I,4
can,1
smell,1
her,9
now,1
The,8
scent,1
is,14
reminiscent,1
of,4
a,8
powder,2
Not,1
baby,1
but,2
dry,1
mute,1
aroma,1
A,1
floral,1
accent,1
present,1
similar,1
to,7
lilacs,1
yet,3
not,1
as,2
pungent,1
Before,1
this,2
only,1
had,1
one,1
visual,2
setting,2
always,1
the,4
same,1
Nighttime,1
turns,1
red,1
grey,1
and,3
yellow,1
white,1
She,2
stands,1
softly,1
with,3
back,1
wall,1
windows,1
covered,1
mostly,1
draperies,1
It,1
seems,1
be,3
our,1
bedroom,1
strongest,1
Long,1
straight,1
hair,2
frames,1
oval,1
face,1
giving,1
an,2
intelligent,1
air,1
color,1
black,1
understatement,1
for,2
raven,1
so,1
dark,1
it,3
translucent,1
contrast,1
pale,1
skin,1
remarkable,1
Though,1
barely,1
visible,1
in,4
moonlight,1
eyes,1
burn,1
comfortable,1
evil,1
definitely,1
my,3
equal,1
Her,2
attire,1
still,2
bit,1
hazy,1
Japanese,1
aspects,1
psyche,1
scream,1
out,1
kimono,1
could,2
just,2
simple,1
shapeless,1
dress,1
she,3
wearing,1
speaks,1
that,2
we,4
are,2
home,2
night,1
or,3
have,1
gotten,1
There,1
many,1
things,1
know,1
questions,1
remain,1
emotion,1
toward,1
me,1
has,2
two,1
possibilities,1
either,1
upset,1
concerned,1
about,1
something,1
between,1
us,1
joy,1
heart,1
boundless,1
year,3
turn,1
22,1
pivotal,1
because,2
meet,1
get,1
married,1
These,1
images,1
soothsay,1
swirl,1
mind,1
mist,1
never,1
grasped,1
