,frequency
urlLink,1
Neverwinter,1
Nights,1
is,4
out,1
A,1
friend,1
his,1
girlfriend,1
and,3
my,1
roommate,1
all,1
bought,1
copies,1
on,4
the,5
first,1
day,1
Thankfully,1
I,5
got,1
to,4
play,1
for,3
about,1
an,4
hour,2
yesterday,1
The,3
single,1
player,1
mode,1
a,6
bit,2
dry,1
so,1
far,1
but,1
only,1
played,2
really,1
can,1
t,2
decide,1
whether,1
or,1
not,2
like,1
it,1
interface,1
clunky,1
due,1
Sims,1
esque,1
circular,6
navigation,3
If,3
you,2
haven,1
either,1
of,5
these,2
games,2
starts,1
by,1
clicking,2
object,1
right,1
NWN,1
click,2
brings,1
up,2
icons,3
in,2
pattern,2
around,1
whatever,1
clicked,1
You,1
are,3
then,2
required,1
one,2
there,1
more,1
than,1
such,1
level,1
new,1
set,1
pops,1
your,1
selection,1
has,1
been,1
made,1
Belanger,1
discussed,1
merits,1
this,2
game,2
decided,1
that,1
multiplayer,1
with,1
DM,1
isolated,1
server,1
where,1
will,1
shine,1
People,1
going,1
start,1
making,1
modules,1
soon,1
too,1
This,1
could,1
be,1
next,1
Counterstrike,1
