,frequency
So,1
in,1
the,7
past,1
two,2
weeks,1
of,2
flag,1
football,1
my,6
team,2
has,1
lost,1
58,1
0,1
and,4
28,1
2,1
Last,1
week,2
QB,3
didn,1
t,4
remember,1
how,1
to,3
hand,2
off,1
ball,1
I,8
plowed,1
into,2
him,1
The,2
starting,3
RB,1
plowing,1
directly,1
each,1
other,1
Too,1
bad,2
was,2
taller,1
as,1
nose,1
connected,1
his,1
forehead,1
blood,1
started,2
flowing,1
immediately,1
This,1
jammed,1
middle,1
finger,1
on,1
right,1
before,1
game,1
That,1
wouldn,1
have,1
been,1
that,1
but,1
couldn,1
feather,1
out,1
floating,1
passes,2
like,1
wanted,1
can,1
catch,1
bullet,1
gave,1
up,1
five,1
interceptions,1
believe,1
