,frequency
Once,1
again,1
learning,1
something,1
not,1
from,1
Slashdot,1
but,2
because,1
of,10
links,1
found,1
there,2
Starting,1
with,2
urlLink,3
this,4
discussion,2
about,4
a,10
nuclear,3
powered,3
mission,1
to,5
the,12
moons,1
Jupiter,5
was,3
link,1
article,4
stating,1
that,2
crash,1
landing,1
probe,2
into,3
could,2
cause,1
it,2
turn,1
star,3
Basically,1
is,4
full,1
facts,2
and,6
gross,1
misuse,1
these,1
They,1
have,1
correct,1
information,1
Galileo,2
craft,2
some,1
fairly,1
factual,1
fission,2
fusion,2
bombs,1
While,1
true,1
materials,1
on,2
be,2
used,1
for,2
bomb,1
they,1
completely,1
ignored,1
concept,1
critical,3
mass,2
I,2
couldn,1
t,1
think,1
right,1
term,1
while,1
reading,1
incorrect,1
question,1
just,1
how,1
much,1
plutonium,2
necessary,1
came,1
mind,1
Bad,1
Astronomy,1
saves,1
day,1
debunks,1
possiblity,1
small,2
turning,1
The,3
pun,1
intended,1
points,1
here,1
are,1
onboard,1
kept,1
in,1
pellets,1
none,1
which,1
were,1
near,1
hydrogen,1
most,1
abundant,1
isotope,1
lacks,1
deuterium,1
tritium,1
needed,2
reaction,1
1,1
80th,1
size,1
self,1
sustaining,1
love,1
science,1
