,frequency
I,10
would,5
like,2
to,4
thank,1
urlLink,3
IBM,2
for,1
having,1
such,1
a,7
crappy,1
online,1
ordering,1
process,1
that,3
have,5
decided,1
buy,2
from,2
different,1
company,1
purchased,1
an,1
Thinkpad,2
R,1
but,3
whenever,1
try,1
pick,1
the,3
parts,1
wanted,1
price,1
always,1
be,3
NA,1
Maybe,1
means,1
they,2
are,1
sold,1
out,1
of,3
Rs,1
could,1
told,2
me,2
in,3
better,1
fashion,1
Because,1
this,1
set,1
back,1
might,1
just,1
laptop,2
Compaq,3
If,1
someone,1
had,1
last,2
week,1
was,1
going,1
get,1
laughed,1
my,2
ass,1
off,1
Instead,1
fallen,1
love,1
with,1
Presario,1
900,1
As,1
right,1
now,1
it,2
is,2
looking,1
will,1
getting,1
these,1
specs,1
Mobile,1
Athlon,1
XP,1
2000,1
256,1
MB,1
266MHz,1
DDR,1
30,1
gig,1
hard,1
drive,2
8x,1
DVD,1
14,1
1,2
XGA,1
Display,1
Built,1
56k,1
modem,1
and,2
10,1
100,1
NIC,1
The,1
bit,1
beefier,1
than,1
one,1
5,1
thick,1
6,1
8,1
lbs,1
shouldn,1
t,1
noticeable,1
difference,1
