,frequency
I,1
worked,1
17,1
5,3
hours,2
yesterday,1
Took,2
a,6
half,1
an,2
hour,1
break,1
for,4
dinner,1
between,1
jobs,1
and,8
that,7
was,3
about,1
it,3
rest,1
In,2
urlLink,3
Ann,1
Arbor,1
most,1
of,4
the,16
client,2
machines,1
could,1
not,1
connect,1
to,8
anything,1
but,1
file,2
server,8
Knowing,1
uses,1
Appletalk,1
as,2
protocol,1
TCP,1
IP,3
is,2
used,1
everything,2
else,1
we,3
narrowed,1
down,1
list,1
possible,1
problems,1
Checking,1
out,4
error,1
logs,1
on,4
our,2
servers,1
showed,1
stuff,1
like,1
this,2
over,3
Aug,4
16,4
18,4
54,4
45,4
beer,4
pub,4
umich,4
edu,4
dhcpd,4
DHCPDISCOVER,1
from,3
00,4
50,4
e4,4
30,4
6f,4
24,4
via,4
eth1,4
DHCPOFFER,1
141,1
211,1
148,1
76,1
DHCPREQUEST,1
10,2
0,2
1,2
DHCPNAK,1
basic,1
terms,1
what,1
happening,1
system,1
comes,1
online,1
tries,1
DISCOVER,1
DHCP,3
OFFERs,1
good,1
s,1
pool,1
REQUESTed,1
bad,2
does,1
Not,1
AcKnowledge,1
request,1
Then,1
cycle,1
repeats,1
This,1
made,1
no,1
sense,1
all,2
three,1
us,1
working,1
problem,1
We,1
tried,2
restarting,1
using,1
different,1
etc,2
FINALLY,1
Sat,1
realized,1
someone,1
had,1
Apple,2
AirPort,2
they,1
wanted,1
hook,1
up,1
Searching,1
Tech,1
Info,1
Library,1
found,1
acts,1
It,1
accepting,1
requests,1
just,1
giving,1
information,1
off,1
network,1
returned,1
normal,1
And,1
only,1
took,1
8,1
figure,1
