,frequency
Ok,1
now,2
I,13
have,2
a,13
bit,3
of,14
time,3
to,19
talk,1
about,2
my,2
weekend,1
Thursday,2
ended,3
up,4
going,3
out,5
with,2
Jamie,7
and,13
Chris,3
really,1
think,1
we,4
coalesced,1
get,1
along,1
great,3
as,4
threesome,1
That,2
is,2
depressing,1
because,2
officially,1
moves,1
Chicago,1
on,7
Wednesday,1
But,1
anyway,1
had,3
good,1
We,3
Scorekeepers,1
the,22
enticement,1
3,1
pitchers,2
Coors,2
Light,1
were,5
surprised,1
find,2
that,7
before,1
10,2
PM,3
there,4
1,2
50,1
both,1
Killian,1
s,5
Needless,2
say,2
finished,1
off,2
four,2
them,1
between,1
9,1
Since,1
it,5
was,16
place,2
packed,1
like,1
Chinese,1
in,9
SARS,1
treatment,1
office,1
saw,1
at,4
least,1
people,1
knew,1
possibly,1
more,1
Friday,1
urlLink,4
Compulsive,1
Lyres,4
concert,2
hadn,1
t,4
been,1
an,1
cappella,1
quite,2
some,2
even,2
though,2
went,4
often,1
first,2
few,1
years,1
here,2
The,2
put,1
performance,1
did,1
Friars,1
Maine,1
Steiners,1
Not,1
so,2
Indigo,1
dance,4
team,2
After,2
being,1
introduced,1
they,5
late,1
getting,1
stage,3
couldn,2
their,6
places,1
reorganized,1
everything,1
then,3
music,4
problems,2
kicked,1
First,2
boom,2
box,2
used,1
prop,1
by,1
For,1
reason,1
thought,2
be,2
played,1
said,1
figure,1
how,1
turn,1
noticed,1
no,1
CD,1
They,1
looked,1
around,1
confused,1
got,3
into,1
positions,1
just,3
started,1
blaring,1
over,1
auditorium,1
speakers,1
This,1
beginnings,1
Two,1
girls,1
could,1
not,1
stay,1
sync,1
which,2
threw,1
everyone,1
Though,1
many,1
little,1
kids,1
audience,1
most,2
sex,1
filled,1
swearing,1
scheduled,1
during,1
two,1
portions,1
show,2
didn,1
return,1
after,1
party,1
Colonial,1
lanes,1
It,1
Rock,1
N,1
Bowl,1
night,3
actually,1
turned,1
fun,2
Alissa,1
Bri,1
bowled,1
couple,1
games,2
none,1
us,1
broke,1
100,1
Somehow,1
found,1
way,1
bowl,1
required,1
her,2
clench,1
left,1
butt,2
cheek,1
for,3
balance,1
Her,1
sore,1
days,1
afterward,1
all,1
while,1
bowling,1
but,2
things,1
tense,1
early,1
morning,1
Saturday,1
hung,1
day,2
His,1
back,2
pretty,1
messed,1
doctors,1
rest,1
spent,1
playing,1
video,1
Tekken,1
4,1
NWN,1
Zig,2
Eric,1
Matt,1
Kristin,1
Charlie,1
Things,1
crazy,1
since,1
putting,1
Crisco,1
mouth,1
one,1
point,1
maybe,1
AM,2
when,1
finally,1
bed,1
informed,1
me,1
later,1
closer,1
5,1
Whoops,1
Anyway,1
are,1
pictures,1
from,1
