,frequency
Crazy,1
dream,2
1,1
Just,1
after,1
Leah,2
and,5
I,11
started,1
dating,1
had,1
a,4
that,3
was,10
MCing,1
talent,1
show,2
It,1
held,1
in,5
downtown,1
Detroit,1
dingy,1
70,2
s,2
styled,1
theater,1
don,1
t,2
remember,1
how,1
it,4
happened,1
but,3
ended,1
up,2
on,1
stage,2
told,1
to,8
MC,2
the,10
entire,1
affair,1
didn,1
know,1
who,1
supposed,2
be,3
so,1
just,2
talked,1
crowd,2
made,1
game,1
out,1
of,1
Rob,1
Shereda,1
audience,1
under,1
impression,1
he,1
decided,1
let,1
me,1
run,1
After,1
introducing,1
first,1
act,1
hopped,1
down,1
from,1
into,1
Everyone,1
seemed,1
dressed,1
as,2
if,1
updated,1
yet,1
still,1
retro,1
style,1
there,1
about,1
talk,1
her,1
woke,1
