,frequency
Someone,1
recently,1
asked,1
me,1
to,5
suggest,1
a,1
digital,2
camera,2
these,1
specifications,1
Small,1
compact,1
Expandable,1
memory,1
at,1
least,1
up,1
512,1
MB,1
3x,2
optical,3
zoom,3
4,1
megapixels,1
My,1
suggestion,1
turned,1
out,1
be,1
for,3
the,5
urlLink,1
Canon,1
PowerShot,1
S400,2
After,1
looking,1
around,1
cameras,2
I,5
realized,1
that,2
is,2
smaller,1
and,3
has,1
better,1
resolution,1
than,1
my,3
S30,2
costs,1
same,1
price,1
new,1
Silly,1
technology,1
improvements,1
While,1
whale,1
watching,1
encountered,1
only,2
problem,1
have,2
with,2
weak,1
Considering,1
on,1
very,1
few,1
consumer,1
level,1
offer,1
anything,1
greater,1
think,1
will,1
stick,1
it,1
now,1
