,frequency
I,11
really,1
shouldn,1
t,3
be,2
posting,1
right,1
now,1
as,2
should,1
working,1
on,1
the,7
SEVEN,1
specifications,1
have,5
to,7
write,1
in,1
next,1
few,1
weeks,1
d,2
tell,1
you,2
more,1
but,1
then,1
make,1
internet,1
sign,1
an,1
NDA,1
and,7
just,3
don,2
time,1
for,2
paperwork,1
this,2
week,1
Anyway,1
during,1
daily,1
Jeff,2
Mike,1
lunch,1
extravaganza,1
something,1
a,7
bit,2
humorous,1
happened,1
pretty,1
set,1
list,1
of,5
restaurants,1
we,1
go,1
Quizno,1
s,3
Qdoba,1
Chipotle,1
Ribeye,1
Nasai,1
Teriyaki,1
Red,1
Robin,1
Matt,1
Famous,1
Arby,1
Taj,1
Palace,1
Yen,1
Ching,1
etc,1
some,2
places,1
started,1
remember,1
us,1
Today,1
at,2
one,1
usuals,1
my,1
order,1
number,1
was,4
29,3
The,1
cashier,1
said,3
close,1
30,3
are,1
over,2
had,2
remembered,1
from,1
previous,1
conversation,1
that,2
she,6
been,1
out,1
school,1
10,1
years,1
got,1
her,3
degree,1
last,1
year,1
so,3
assumed,1
about,2
though,1
looked,4
not,1
day,2
21,1
My,1
response,1
No,2
lower,2
giving,1
thumbs,1
down,1
motion,1
27,1
Nope,1
At,1
point,1
me,1
scared,1
give,1
another,1
incorrect,1
answer,1
held,1
up,1
two,1
fingers,2
23,1
transitioned,1
three,1
She,1
quite,1
flabergasted,1
made,1
commented,1
how,1
much,2
older,2
while,1
younger,1
saying,1
people,1
think,1
than,1
20,1
19,1
even,1
Funny,1
stuff,1
