,frequency
Weekend,1
update,1
On,3
Sunday,2
I,28
finally,2
made,2
it,6
to,16
a,18
donation,3
center,3
When,1
first,1
moved,1
out,3
Washington,1
brought,2
all,2
of,10
my,5
college,2
apartment,3
furniture,1
electronics,1
and,19
applicances,1
figured,1
that,5
would,2
have,1
enough,1
startup,1
costs,1
with,4
moving,1
into,3
new,2
buying,1
car,2
could,1
use,1
old,1
crap,1
for,10
awhile,1
get,1
me,4
by,1
dropped,1
quite,1
bit,1
on,3
the,19
down,1
payment,1
had,4
buy,2
few,2
essentials,1
sofa,1
bed,1
desk,1
dresser,1
bookshelves,1
everything,2
bathroom,1
etc,1
so,5
was,5
glad,1
else,1
ve,1
slowly,1
replaced,1
items,2
instead,1
getting,2
rid,3
them,2
immediately,1
just,2
tossed,2
corner,1
room,3
Basically,1
we,4
an,2
extra,1
TV,5
VCR,2
stand,2
in,8
our,1
living,1
past,1
three,1
months,1
Kat,2
showed,1
local,1
Goodwill,1
morning,1
packed,1
up,3
ol,1
Focus,1
hatchback,1
got,1
said,1
along,1
two,2
huge,1
garbage,2
bags,1
clothes,1
cleaned,1
folded,1
thank,1
you,1
microwave,1
toaster,1
coffee,1
pot,1
some,1
other,1
assorted,1
They,2
didn,1
t,2
take,2
recycle,2
complex,1
If,1
s,3
still,1
there,3
after,1
trash,1
day,1
will,1
probably,1
real,1
since,1
Jeff,5
informed,1
tube,1
contains,1
toxic,1
materials,1
After,3
much,1
stuff,2
decided,2
need,1
fill,1
those,1
now,1
empty,1
spaces,1
picked,2
duvet,1
cover,1
blanket,1
both,1
dark,1
blue,2
then,2
went,3
shopping,1
way,1
Ikea,2
check,1
Fry,1
It,2
can,1
only,1
be,1
described,1
as,2
combination,1
best,1
parts,1
Best,1
Buy,1
Radio,1
Shack,1
Wal,1
Mart,1
sized,1
setting,1
Automatic,1
geekgasm,1
At,1
urlLink,11
frame,1
Hokusai,1
Katsushika,1
print,1
not,2
terribly,2
Japanese,1
know,1
but,4
simply,1
like,1
aesthetic,1
reasons,1
continually,1
remind,1
am,1
heterosexual,1
wouldn,1
certain,1
prints,1
But,1
come,1
white,1
theme,1
bedroom,1
this,1
complement,1
well,1
Saturday,1
Russ,1
his,1
visitors,1
Rebecca,1
Rob,1
Rocksport,2
West,1
Seattle,2
see,2
Michigan,1
defeat,1
Ohio,2
State,2
about,1
say,1
upset,1
knew,1
who,1
going,1
win,1
interesting,1
place,1
game,3
All,1
handful,1
people,1
were,1
specifically,1
cheer,1
Wovlerines,1
alumni,1
association,1
goes,1
every,1
served,1
fairly,1
crappy,1
breakfast,1
service,1
surprisingly,1
good,1
bar,1
at,2
9,1
AM,1
hit,2
Kenneth,1
Cole,1
shoes,1
brown,1
tan,1
shirt,2
black,1
quick,1
lunch,1
gym,1
That,1
night,2
Cutters,1
dinner,1
impressed,1
quiet,1
home,1
