,frequency
urlLink,1
Karamazov,1
He,1
also,2
discusses,1
his,1
belief,2
that,11
men,1
only,3
practice,2
love,3
for,8
their,3
fellow,1
man,2
out,7
of,3
a,6
in,6
God,1
and,6
the,4
immortality,1
soul,1
If,4
they,3
did,2
not,5
believe,4
Ivan,1
says,1
than,2
there,3
would,8
exist,1
no,1
incentive,1
or,2
reason,1
them,1
to,4
kindness,2
do,2
then,1
motive,1
action,2
logically,1
be,5
self,3
interest,3
Is,2
truism,1
Do,1
you,3
mentality,1
lacking,1
logical,1
conclusion,1
all,1
actions,1
driven,1
by,1
The,2
implication,1
here,1
is,3
inherently,1
negative,1
characteristic,1
it,4
possible,1
while,1
looking,3
yourself,2
can,1
look,1
others,5
helps,1
cares,1
may,1
draw,1
greater,1
fortune,1
himself,1
By,1
are,1
way,2
Honestly,1
very,1
little,1
I,10
does,1
benefit,2
myself,2
some,1
doubt,1
have,3
been,1
more,1
two,1
cases,1
past,1
five,1
years,1
where,1
done,1
something,1
think,2
ultimately,1
make,1
sacrifice,1
at,1
work,1
help,2
someone,1
this,1
will,1
remembered,1
either,1
me,2
gain,1
better,1
standing,1
mind,1
was,1
perform,1
community,1
service,1
partially,1
because,1
could,1
talk,1
about,1
later,1
highly,1
m,1
selfish,1
but,1
sometimes,1
benefits,1
