,frequency
My,1
apartment,1
complex,1
is,3
comprised,1
of,3
four,1
seperate,1
buildings,1
that,3
share,1
a,2
single,1
underground,1
parking,3
garage,3
When,1
Russell,1
and,2
I,6
moved,1
in,3
we,4
took,1
two,1
the,6
last,1
spots,2
available,1
They,2
were,1
over,2
by,3
building,6
B,2
while,2
lived,1
A,2
but,2
it,2
just,2
short,1
30,1
meter,1
walk,1
across,1
Last,1
night,1
after,1
working,1
out,2
followed,1
another,1
car,1
into,1
parked,2
We,2
crossed,1
paths,1
as,3
went,1
to,3
opposing,1
didn,2
t,2
think,1
anything,2
she,1
called,1
me,1
was,2
about,1
enter,1
traded,1
contact,1
info,1
decided,1
should,1
trade,1
She,1
quite,1
attractive,1
well,1
maybe,1
why,1
say,1
first,1
place,1
