,frequency
Last,1
night,1
I,16
originally,1
planned,2
on,4
leaving,1
work,3
a,18
bit,3
early,1
taking,1
nap,1
having,1
quick,1
bite,1
to,17
eat,1
and,14
then,2
hitting,1
the,5
gym,2
with,2
Jeff,2
None,1
of,6
that,2
happened,1
Around,1
5,1
30,1
PM,1
Eric,1
were,2
talking,1
about,1
new,2
laptop,1
he,3
just,1
ordered,2
told,1
him,2
not,1
buy,1
Office,2
from,3
Dell,1
since,3
could,1
get,4
good,3
deal,1
legit,1
copy,1
2003,1
decided,1
run,1
company,1
store,1
right,1
was,4
tired,1
needed,1
fresh,1
air,1
After,1
Lee,1
sent,1
me,3
chat,1
request,1
convinced,1
join,1
some,1
his,1
MS,1
friends,1
for,3
dinner,3
We,3
went,2
Cucina,2
decent,1
mediocre,1
italian,1
restaurant,1
thankfully,1
we,3
2,1
1,1
specials,1
had,3
fun,1
time,1
It,1
meet,1
people,1
but,2
sometimes,1
forget,1
how,2
horribly,1
dorky,1
can,2
all,1
be,2
explained,1
Microsofties,3
non,2
have,1
difficulty,1
mingling,1
there,1
needs,1
certain,1
percentage,1
estimated,1
60,1
group,1
still,1
going,1
feeling,1
fairly,1
comfortable,1
at,1
home,1
wanted,1
skip,1
it,2
Good,1
thing,1
Russ,2
called,1
soon,1
after,1
wanting,1
drinks,1
unwind,1
13,1
hour,1
day,1
urlLink,1
Tap,1
House,1
got,2
liquid,1
an,1
Emerald,1
City,1
Tea,1
Manhattan,2
pretty,1
much,1
tea,1
vodka,1
gin,1
rum,1
midori,1
pineapple,1
sprite,1
because,1
already,1
looked,1
like,1
date,1
so,1
something,1
fruity,1
served,1
in,1
hurricane,1
glass,1
The,1
used,1
bring,1
up,1
my,1
testosterone,1
levels,1
afterward,1
discussion,1
m,1
glad,1
skipped,1
working,1
out,1
always,1
go,1
harder,1
tonight,1
