,frequency
Deciding,1
to,7
change,5
my,1
own,2
oil,7
may,1
have,1
been,1
a,2
bad,1
call,1
and,5
I,9
haven,1
t,2
even,1
done,1
it,4
yet,1
After,1
calling,1
around,1
four,1
different,1
shops,1
in,2
the,2
area,1
decided,1
do,2
myself,2
The,1
cheapest,1
found,1
was,4
25,1
that,2
at,1
place,1
wouldn,1
trust,1
ran,1
Napa,1
auto,1
parts,1
purchased,1
six,1
quarts,1
of,2
Mobil,1
1,1
filter,2
wrench,1
funnel,1
shop,1
rags,1
wheel,1
ramps,1
70,1
initial,1
costs,1
an,2
estimate,1
about,1
31,1
per,1
additional,1
means,1
m,1
going,1
spend,1
more,2
money,1
Granted,1
prices,1
quoted,1
for,2
not,1
synthetic,1
guess,1
is,1
respectable,1
your,1
nah,1
screwed,1
up,1
