,frequency
Yesterday,1
I,5
was,3
talking,2
to,3
the,9
person,1
on,1
my,1
team,2
that,7
is,2
setting,1
up,1
our,1
holiday,2
party,2
We,1
were,1
about,1
trying,1
get,1
a,1
small,1
group,1
of,8
younger,1
members,1
together,1
for,2
division,1
wide,1
told,2
her,2
menu,1
seemed,1
fairly,1
extravagant,1
so,3
definitely,1
going,1
She,1
hadn,1
t,2
seen,1
email,1
and,2
she,3
couldn,1
find,1
it,4
in,1
inbox,1
asked,1
me,4
who,1
sent,1
could,1
search,1
Oddly,1
enough,1
first,1
thing,1
came,1
mind,1
Merlot,1
reduction,1
since,1
believe,1
one,1
meat,1
dishes,1
featured,1
Her,1
quote,1
Have,1
you,1
ever,1
heard,1
word,4
what,1
metrosexual,1
Everyone,1
thinks,2
when,2
they,2
hear,1
now,1
people,1
think,2
When,1
Russ,1
this,1
story,1
he,3
said,1
every,1
time,1
hears,1
