,frequency
So,1
the,45
trip,3
to,20
New,1
York,1
City,1
my,5
first,4
time,3
actually,1
Ive,1
been,2
a,18
few,4
large,1
metropolises,1
before,1
Detroit,1
San,1
Francisco,1
Atlanta,1
Boston,1
Seattle,2
Orlando,1
and,33
Toronto,1
name,1
them,3
all,3
NYC,2
is,5
completely,1
different,2
from,3
of,24
it,12
starts,1
with,6
ambiance,1
Starting,1
out,2
in,12
Times,1
Square,2
had,12
affect,1
perception,2
dramatically,1
though,3
The,6
overall,1
feeling,1
that,17
spewed,1
city,2
wasnt,4
common,1
impatience,1
snobbery,1
or,5
discourteousness,1
but,8
one,7
surging,1
energy,1
As,2
Leah,4
said,1
there,3
just,2
so,2
much,3
given,1
are,2
many,1
sectors,1
each,2
its,2
own,1
life,1
force,1
Time,1
was,12
bursting,1
this,1
power,2
because,1
sheer,1
vivacity,1
tactless,1
extravagance,1
curiosity,1
aimless,1
tourists,1
We,2
also,1
visited,1
rest,1
midtown,1
upper,1
East,1
West,1
sides,1
downtown,1
even,2
touched,1
some,3
NYU,1
campus,2
Blast,1
fact,1
I,17
didnt,2
have,2
camera,1
night,1
cube,3
almost,1
identical,1
on,3
UMich,1
only,2
difference,1
theirs,1
spin,1
noticed,1
walked,1
near,2
someone,1
hopped,2
car,2
at,3
red,1
light,1
He,3
scampered,1
over,3
tried,1
give,1
push,1
back,2
into,3
his,2
then,3
gestured,1
passenger,1
he,3
knew,1
rotated,1
yelled,1
him,1
Ann,2
Arbor,2
spins,1
eh,1
looked,1
slightly,1
bewildered,1
replied,1
affirmative,1
Since,1
turned,1
twenty,1
previous,1
week,1
we,9
hit,2
bars,4
during,1
She,2
received,1
suggestions,1
coworkers,1
Pocket,3
Streets,1
PC,2
hunted,1
down,1
First,1
problem,1
called,3
Bowery,3
When,1
pulled,1
Find,1
Place,1
found,2
alright,1
It,5
until,3
were,3
heart,1
Chinatown,1
no,2
around,1
realized,1
street,2
simply,2
shown,1
me,2
centermost,1
location,1
used,1
locate,1
nearest,1
bar,2
she,2
recommended,1
headed,1
direction,1
ended,1
up,1
going,1
closest,1
saw,3
Pioneer,1
too,1
bad,2
place,1
11,1
30,2
PM,1
while,1
would,1
be,1
full,1
open,1
4,1
AM,2
dont,1
seem,2
swell,1
1,1
There,1
about,2
25,1
35,1
people,1
inside,1
total,1
you,1
couldnt,2
tell,1
by,1
noise,1
level,1
DJ,1
blaring,1
mix,1
old,1
new,1
dance,2
pop,1
mostly,1
dancing,1
everyone,1
yell,1
music,1
hear,1
other,1
Nonetheless,1
fun,1
A,1
expensive,1
drinks,1
later,1
our,2
tongues,1
looser,1
both,1
learned,1
something,1
Though,1
paid,1
7,1
for,3
shot,1
anywhere,1
as,3
26,1
Woo,2
vodka,1
peach,1
schnapps,1
cranberry,1
juice,1
Cosmopolitan,1
when,1
Cabaret,3
show,3
did,2
pale,2
comparison,1
Long,2
Days,2
Journey,2
Night,2
Jon,1
Secada,1
MC,1
can,1
sing,1
cannot,1
act,1
actress,1
played,1
Sally,1
Melinda,1
Karakaredes,1
sp,1
more,3
than,2
an,3
admirable,1
job,1
seen,2
1972,1
version,1
Liza,1
Minelli,1
do,1
believe,1
fell,1
asleep,1
through,1
part,1
could,1
follow,1
story,1
well,1
since,1
movie,2
if,1
understand,1
lyrics,1
songs,1
idea,1
closing,1
weekend,1
heard,1
nothing,1
good,1
reviews,1
Brian,1
Dennehey,1
Philip,1
Seymour,1
Hoffman,1
Even,1
those,1
like,2
bigger,1
names,1
Vanessa,1
Redgrave,1
stole,1
difficult,1
role,2
play,1
absolutely,1
sold,1
character,1
piece,1
thus,1
huge,1
fan,1
Hoffmans,1
seemed,1
small,1
insignificant,1
final,1
scene,1
changed,1
Read,1
book,1
watch,1
see,1
what,1
mean,1
three,1
museums,2
Met,1
Whitney,1
Guggenheim,1
reinforced,1
ideas,1
art,3
If,1
does,1
not,2
technical,1
ability,1
visually,1
appealing,1
very,1
subjective,1
worthless,1
still,2
dislike,1
watercolors,1
most,1
modern,1
primary,1
colors,1
orange,1
brown,1
against,1
white,1
silver,1
Mondrian,1
Rotko,1
Meiji,1
period,3
Japanese,3
geometric,1
abstraction,1
fusion,1
example,1
series,1
WWII,1
style,2
bombers,1
shape,1
infinity,1
symbol,1
burning,1
current,1
day,1
mid,1
Manhattan,1
done,1
Edo,1
room,1
screens,1
using,1
mother,1
pearl,1
inlay,1
gold,1
probably,1
spent,1
past,2
four,1
days,1
10,1
years,1
combined,1
No,1
complaints,1
Well,1
thats,1
Pictures,1
come,1
