,frequency
Bwahahaha,1
the,9
urlLink,2
Wings,1
got,2
swept,3
in,2
first,2
round,2
It,2
just,1
seems,1
so,1
comical,1
Even,1
with,1
a,1
cast,1
of,2
current,1
past,1
future,1
All,1
Stars,1
like,1
Yzerman,1
Federov,1
Shanahan,1
Robitaille,1
Hull,1
Lidstrom,1
Chelios,1
and,1
Joseph,1
we,3
doesn,1
t,2
matter,1
how,1
good,1
you,1
think,1
Ducks,1
are,1
fact,2
is,2
that,2
were,2
None,1
games,1
blowouts,1
but,1
even,1
inconsequential,1
Since,1
can,1
rely,1
on,1
Lions,1
or,1
Tigers,1
for,1
championships,1
I,1
guess,1
it,1
s,1
up,1
to,1
Pistons,1
now,1
