,frequency
Perl,1
is,2
frustrating,2
me,3
Stupid,1
websites,1
are,1
Whenever,1
a,7
site,3
doesn,2
t,2
include,1
feature,1
I,6
need,1
usually,1
end,1
up,2
including,1
it,5
for,2
them,1
urlLink,3
OpenBSD,2
org,1
have,2
search,1
engine,1
so,1
fired,1
ht,1
Dig,1
Now,1
certain,1
music,1
review,1
lists,1
old,1
reviews,1
alphabetically,1
What,1
mess,1
am,1
trying,1
to,6
use,1
perl,2
spider,1
through,2
the,3
entire,1
and,2
dump,1
most,1
of,1
info,1
database,1
The,1
main,1
module,1
web,1
data,1
harvesting,1
LWP,1
but,2
took,1
about,1
3,3
hours,1
get,1
installed,1
It,1
has,1
35,1
836,1
different,1
dependencies,1
just,1
would,1
NOT,1
install,1
on,2
an,1
0,1
box,2
CPAN,2
finally,1
got,1
work,1
using,1
1,1
should,1
tried,1
port,1
first,1
oh,1
well,1
More,1
come,1
