,frequency
Well,1
I,17
just,2
joined,1
an,2
inline,2
hockey,5
league,2
We,1
have,1
games,1
every,1
Tuesday,1
starting,1
tomorrow,2
for,3
12,1
weeks,1
at,2
urlLink,2
Arena,1
Sports,1
Lee,1
introduced,1
me,1
to,10
the,8
team,3
and,5
we,1
are,2
both,1
going,2
be,2
on,4
core,2
roster,1
was,2
originally,1
substitute,1
list,3
but,2
someone,1
from,1
dropped,1
out,1
So,1
ve,4
played,2
a,10
lot,1
of,5
street,1
never,1
or,1
in,6
any,1
sort,1
organization,2
fashion,1
The,1
closest,1
come,2
playing,1
Elbel,1
Field,1
Ann,1
Arbor,1
where,1
they,1
kept,1
players,1
First,1
first,1
serve,1
so,3
as,1
person,2
decided,2
take,1
break,1
next,1
got,1
hop,1
That,1
pales,1
comparison,1
real,1
cannot,1
even,1
imagine,1
what,2
m,3
night,1
watched,1
enough,1
my,1
life,1
know,1
do,1
Right,1
ll,1
fine,1
No,1
worries,1
die,1
Anyway,1
Russ,1
that,2
is,1
most,1
expensive,1
game,2
play,2
does,1
not,1
require,1
animal,1
polo,1
cockfighting,1
etc,1
already,1
owned,1
skates,1
stick,1
didn,1
t,1
buy,1
top,1
line,1
gear,1
still,1
spent,1
435,1
dollars,1
Things,1
needed,1
helmet,1
elbow,1
pads,2
cup,1
girdle,1
shin,1
pants,1
bag,1
better,1
this,1
more,1
than,1
season,1
dork,1
course,1
there,1
pictures,1
