,frequency
I,4
enjoyed,1
the,9
first,2
Max,2
Payne,2
enough,1
to,2
complete,1
it,2
twice,1
which,1
is,2
quite,1
rarity,1
nowadays,1
so,1
ve,1
had,1
some,1
interest,1
in,3
urlLink,2
2,1
From,1
screenshots,1
that,2
were,1
released,1
early,1
on,1
development,1
cycle,1
wasn,1
t,1
too,1
excited,1
Now,1
gameplay,1
videos,1
are,1
available,1
and,3
they,2
have,1
definitely,1
changed,1
my,1
tune,1
It,1
s,1
like,1
took,1
all,1
of,2
good,1
aspects,1
original,1
game,2
improved,1
upon,1
them,1
Bullet,1
time,1
looks,1
cool,1
useful,1
unlike,1
where,1
was,1
a,1
necessary,1
evil,1
Another,1
thing,1
just,1
noticed,1
object,1
physics,1
seem,1
be,1
even,1
better,1
than,1
UT2K3,1
engine,1
