,frequency
Finally,1
people,1
are,3
starting,1
to,2
understand,1
what,1
I,1
have,1
been,1
saying,1
all,3
along,1
urlLink,1
Americans,1
too,1
clean,1
Even,1
though,1
current,1
research,1
has,2
not,2
come,1
up,1
with,1
hard,1
proof,1
of,2
these,1
anti,1
bacterial,1
soaps,1
cleansers,1
sheets,1
door,1
knobs,1
going,1
eventually,1
create,1
resistant,1
bacteria,2
It,1
is,2
a,3
proven,1
fact,1
that,1
the,3
genetic,1
testing,1
on,1
created,1
few,1
monsters,1
but,1
they,1
were,1
controlled,1
Having,1
triclosan,1
and,1
other,1
antibacteria,1
products,1
being,1
used,1
by,1
ton,1
each,1
day,1
everywhere,1
closed,1
environment,1
