,frequency
My,2
take,2
on,3
GMail,8
Ok,1
I,13
ve,2
only,2
been,1
using,1
it,15
for,8
a,27
short,1
while,1
but,5
haven,1
t,8
quite,2
gotten,1
the,29
hang,1
of,15
yet,1
The,4
first,2
issue,1
is,12
that,8
all,5
email,7
sorted,1
by,2
conversations,5
which,4
basically,1
what,4
everyone,1
Microsoft,1
and,15
call,1
threads,1
For,1
those,1
you,10
don,1
know,1
means,1
thread,5
conversation,8
just,4
sounds,1
like,3
collection,1
messages,2
relating,1
to,19
specific,8
topic,3
On,1
most,4
basic,2
level,1
an,4
original,2
message,5
any,3
replies,1
Certain,1
mail,5
clients,2
assign,2
ID,2
thus,1
can,6
change,1
subject,3
will,2
still,1
be,4
part,1
Either,1
or,6
Yahoo,1
doesn,3
support,1
because,1
changed,1
started,1
new,1
There,2
are,3
ton,1
keyboard,4
shortcuts,2
interesting,1
webmail,2
client,3
Seeing,1
as,4
used,4
pine,2
my,3
6,1
years,1
m,3
navigating,2
with,5
in,11
Using,1
gmail,1
isn,1
easy,1
expected,1
various,2
very,2
actions,2
cancelling,1
composition,1
has,3
done,1
mouse,1
do,1
love,1
shortcut,1
reporting,1
spam,4
excalamation,1
key,1
goes,1
so,2
well,1
Ge,1
siv3,1
mem,1
b3r,1
buttercup,1
obtuse,1
bingo,1
cxoiuqweijfd4klhjd7,1
natural,1
response,1
concept,2
All,3
archive,4
main,1
action,1
emails,2
It,2
place,1
trash,3
move,2
folder,6
moves,1
out,2
your,4
inbox,3
way,1
view,3
archived,2
mails,1
use,2
Mail,2
shows,1
sent,1
anything,2
have,1
does,1
not,2
show,1
Instead,3
supporting,1
folders,2
web,1
desktop,1
introduced,2
Labels,1
Well,1
shouldn,1
say,2
this,2
time,1
seen,1
relation,1
storing,1
see,2
above,2
default,1
unique,1
one,1
more,1
labels,6
Let,1
s,2
wanted,2
save,2
from,2
person,1
about,1
happens,1
if,1
specifics,1
collide,1
Do,1
try,1
decide,1
takes,1
presidence,1
With,1
give,1
both,1
sender,2
Like,1
views,1
there,1
list,2
jump,1
label,2
also,1
supports,1
filters,1
works,1
hand,2
You,2
filter,2
receiver,1
words,2
body,2
missing,1
skip,1
meaning,1
places,1
into,1
apply,1
directly,1
cannot,1
mark,1
through,1
One,1
little,1
feature,1
saw,1
their,1
help,1
files,1
they,1
did,1
actually,1
implement,1
related,1
attachments,1
showing,1
common,2
generic,1
paper,2
clip,2
icon,3
denote,1
attachment,2
would,2
represent,1
file,1
type,1
If,1
was,1
PDF,2
etc,1
tested,1
Shucky,1
darn,1
Overall,1
sure,1
get,1
happy,1
free,1
1000,1
MB,1
harnessing,1
Google,1
