,frequency
The,3
world,3
and,4
especially,1
the,8
US,2
is,4
going,1
to,3
encounter,1
an,2
energy,5
shortage,1
in,2
next,1
30,1
years,3
oil,1
supply,2
steady,1
now,1
but,1
it,2
estimated,1
that,4
with,1
our,2
current,1
rate,1
of,6
extraction,1
will,2
be,3
nil,1
25,1
Coal,1
reserves,1
can,1
stretch,1
out,2
for,1
5,1
beyond,1
then,1
fossil,2
fuels,2
are,2
gone,1
As,1
1998,1
89,1
was,1
produced,1
from,1
Alternative,1
sources,2
less,1
efficient,1
such,1
as,1
nuclear,1
Future,1
need,1
developed,1
urlLink,1
Fusion,1
would,1
excellent,1
development,2
since,1
power,3
output,1
almost,1
10,1
times,1
input,1
has,1
completely,1
stepped,1
research,1
fusion,1
hoping,1
Russia,1
Japan,1
Canada,1
develop,1
technology,1
license,1
