,frequency
Having,1
taken,1
both,1
a,3
chordate,1
anatomy,1
class,2
and,3
an,4
evolution,2
this,3
urlLink,1
article,2
about,1
aquatic,2
origin,1
for,1
humans,2
is,3
quite,1
intriguing,1
Many,1
of,3
the,2
adaptations,1
shown,1
by,3
could,2
be,3
explained,2
certain,1
aspects,1
life,1
The,2
examples,1
they,1
give,1
are,4
not,1
in,1
depth,1
enough,1
to,2
convincing,1
though,1
This,1
just,1
from,1
popular,1
scientific,1
magazine,1
thus,1
hardcore,1
facts,2
avoided,1
Also,1
it,1
seems,1
that,4
researchers,1
jumping,1
conclusions,1
Yes,1
brain,1
size,1
posture,1
theory,1
main,1
problem,1
there,1
no,1
other,1
concrete,1
support,1
idea,1
such,1
as,1
fossil,1
record,1
shows,1
these,1
traits,1
