,frequency
My,1
car,3
has,1
barely,1
2,2
300,1
miles,1
on,2
it,7
and,5
I,13
already,1
have,3
to,7
make,1
an,1
insurance,2
claim,1
was,1
driving,2
520,1
from,2
my,3
apartment,1
the,11
good,1
Target,1
in,1
Redmond,1
m,3
following,1
behind,1
a,6
Red,1
Ford,1
Expedition,1
at,2
decent,1
distance,1
Out,1
of,5
nowhere,1
see,1
that,4
he,1
is,3
about,1
run,2
over,3
4,1
x4,1
piece,2
plywood,1
The,2
SUV,2
drives,1
directly,1
so,2
goes,1
between,1
his,1
wheels,1
downforce,1
air,2
pressure,1
causes,1
wood,1
fly,1
up,4
into,3
It,1
flips,1
slowly,1
just,2
right,1
angle,1
when,1
PLOW,1
like,1
hitting,1
wall,1
Most,1
board,1
shatters,1
hundreds,1
scratching,1
pieces,1
but,1
one,1
1,2
5,2
x1,1
chunk,1
sticks,1
bumper,2
since,1
60,1
MPH,1
pull,1
off,1
shoulder,1
slow,1
down,2
slides,1
possibly,1
causing,1
unseen,1
tire,1
damage,2
called,1
agent,1
thankfully,1
will,2
be,1
covered,1
Unfortunately,1
adjuster,1
booked,1
until,1
next,1
Saturday,1
pay,1
250,1
comprensible,1
deductible,1
Oh,1
well,1
not,1
upset,1
If,1
had,1
bought,1
sports,1
would,1
been,1
bit,1
peeved,1
Here,1
are,1
some,1
urlLink,5
pictures,1
Front,1
drivers,1
side,1
Bumper,2
close,3
Hood,1
