,frequency
Did,2
you,5
know,3
that,4
still,2
need,1
to,5
pay,2
parking,1
meters,4
after,2
10,2
PM,3
there,1
are,2
handicapped,1
I,14
bet,1
where,1
am,3
going,1
with,2
this,3
one,1
Laura,1
is,1
sick,2
and,4
last,1
night,1
she,1
asked,1
if,2
could,1
bring,1
her,2
some,1
sorbet,2
parked,1
on,1
South,1
University,1
in,2
Ann,1
Arbor,1
about,2
three,1
blocks,1
from,1
apartment,1
right,1
between,1
an,1
ice,2
cream,2
shop,1
Stucchi,1
s,1
a,4
store,1
Village,1
Corner,1
got,1
the,2
dropped,1
it,1
off,1
visited,1
for,2
15,1
minutes,1
went,1
back,1
my,3
car,1
In,1
door,1
handle,1
was,3
greeted,1
75,1
fine,1
pretty,1
sure,2
will,1
be,1
able,1
appeal,1
ticket,1
not,1
have,1
meter,3
Most,1
university,1
only,3
checked,1
until,1
6,1
had,2
no,1
idea,1
handicap,2
exist,1
Since,1
didn,2
t,2
think,1
put,1
money,1
see,1
getting,1
girlfriend,1
