,frequency
One,1
of,7
my,1
coworkers,1
is,5
really,2
into,1
home,3
automation,3
He,3
showed,1
me,1
how,2
his,1
entire,2
house,4
controllable,2
through,2
the,8
web,2
It,1
even,1
keeps,1
logs,1
all,1
activity,1
A,1
lot,2
geeks,1
are,1
worried,1
about,1
uptime,1
their,1
servers,1
His,1
has,2
a,5
whole,1
list,1
uptimes,1
such,1
as,3
Living,1
Room,1
Lamp,1
1,2
In,1
OFF,1
state,1
for,2
day,1
13,1
hours,1
5,1
minutes,1
and,6
36,1
seconds,1
can,2
tell,1
when,1
garage,1
door,1
open,1
who,1
called,1
long,1
they,1
talked,1
temperature,1
each,1
room,1
etc,2
uses,1
urlLink,2
HomeSeer,1
software,1
products,1
from,2
smarthome,1
com,1
You,1
know,1
those,1
damned,1
X10,3
pop,1
under,1
ads,1
Well,1
it,1
turns,1
out,1
that,4
actually,1
protocol,1
no,1
one,1
does,1
buys,1
official,1
company,1
Back,1
to,1
bit,1
Combine,1
an,1
always,1
on,1
DSL,1
connection,1
weak,1
password,2
someone,1
hack,1
your,4
Tip,1
don,1
t,1
use,1
first,1
name,1
username,1
with,1
single,1
repeating,1
character,1
