,frequency
Ok,1
more,3
updates,1
to,5
the,3
use,1
car,2
hunt,1
I,9
totally,1
forgot,1
that,4
Microsoft,1
has,1
its,1
own,1
classified,1
ads,1
have,2
contacted,1
four,1
sellers,1
and,2
already,1
two,1
replies,1
cannot,1
link,1
cars,1
since,1
they,1
are,2
on,1
an,2
internal,1
site,1
but,2
can,2
tell,1
you,1
one,1
is,3
a,4
92,1
Camaro,1
other,1
83,1
Supra,3
It,1
would,1
be,3
cool,1
say,1
owned,1
no,1
matter,1
what,2
model,1
year,1
it,1
Both,1
in,1
fairly,1
decent,1
shape,1
at,1
least,1
from,1
was,1
told,1
The,1
needs,1
muffler,1
t,1
than,1
200,1
replace,1
should,1
able,1
test,1
drive,1
both,1
of,1
them,1
this,2
week,2
Maybe,1
will,1
end,1
up,1
buying,1
