,frequency
Woohoo,1
go,1
urlLink,2
Markko,2
He,2
only,1
one,1
a,5
single,1
stage,2
of,3
the,12
entire,1
rally,1
but,1
slow,1
and,4
steady,1
wins,2
race,2
Ok,1
in,2
all,1
actuality,1
having,1
your,1
strongest,1
competitor,1
get,1
slapped,1
with,1
5,3
minute,3
penalty,4
If,1
you,1
don,1
t,3
want,1
to,5
read,1
link,1
basically,1
Petter,1
Solberg,2
had,1
some,1
electrical,1
issues,1
before,1
start,1
his,1
codriver,2
tried,1
push,1
car,1
uphill,1
make,1
it,2
starting,2
line,2
time,2
There,1
were,1
already,1
4,1
minutes,2
late,1
giving,1
them,1
40,2
second,2
when,1
officials,1
realized,1
they,1
received,1
help,2
from,2
spectators,1
reach,1
That,1
tacked,1
on,1
an,1
additional,1
eventhough,1
neither,1
driver,1
nor,1
asked,1
for,2
With,1
final,1
difference,1
3,1
14,1
7,1
seconds,1
Martin,1
would,1
have,2
won,1
As,1
Russ,1
said,1
he,1
probably,1
wouldn,1
pushed,1
so,1
hard,1
if,1
wasn,1
that,1
