,frequency
The,1
waters,1
choppy,1
but,1
it,1
doesn,1
t,6
cut,1
me,3
no,4
Cause,1
I,14
ain,2
sinkin,1
goin,1
down,4
below,1
don,2
think,1
that,2
way,2
you,5
know,1
never,1
have,1
Well,1
cant,1
slow,1
now,1
just,1
because,1
lag,1
You,3
re,1
always,1
pulling,1
keep,1
on,2
trying,1
to,9
bring,2
m,1
going,1
show,2
like,1
fuck,1
around,2
your,3
face,1
and,2
ll,1
look,1
the,4
other,1
blink,1
eyes,1
ve,4
got,4
friends,1
play,1
Pick,1
up,1
slack,1
won,1
carry,1
monkey,1
my,2
back,1
Save,1
world,1
Got,1
time,1
save,1
myself,1
today,1
a,2
mission,1
fulfill,1
things,2
in,1
life,2
lot,1
of,1
see,1
before,1
live,1
die,1
All,1
this,1
negativity,1
tries,1
As,1
get,1
worse,1
turn,1
Death,1
By,1
Stereo,1
Looking,1
Out,1
For,1
Number,1
One,1
