,frequency
urlLink,1
Totally,1
Sidetalkin,1
Nokia,3
N,2
Gage,2
Style,1
SIDETALKING,1
2003,1
Oh,1
my,3
god,1
eyes,1
are,2
watering,1
this,1
is,1
so,1
hilarious,1
So,1
some,1
of,4
the,7
newest,1
phones,1
shaped,1
pretty,1
much,1
like,1
a,2
taco,4
Instead,1
holding,1
flat,1
to,4
your,2
face,2
talk,2
which,1
would,1
seem,1
normal,1
you,1
hold,1
edge,1
phone,1
AKA,1
bottom,1
against,1
I,2
thought,1
looked,1
dorky,1
with,1
Pocket,1
PC,1
Phone,1
but,1
that,1
just,1
takes,1
cake,1
Observe,1
Official,1
demonstration,1
on,2
how,1
use,1
Talking,1
in,1
comparison,1
