,frequency
Well,1
my,1
gallery,1
is,4
officially,1
dead,1
I,1
m,1
in,2
the,2
process,1
of,5
rebuilding,1
it,2
Anyway,1
Religion,1
just,2
a,4
meme,1
minds,1
many,1
The,2
mind,1
comprised,1
collection,1
neurons,2
with,1
some,1
capabiilty,1
memory,1
and,3
higher,1
processing,1
are,1
physical,1
entity,1
that,2
controlled,1
by,1
chemicals,2
electrical,1
pulses,1
Viruses,1
can,2
have,1
an,1
affect,1
on,1
chemical,1
processes,1
Why,1
t,1
someone,1
create,1
virus,1
to,1
destroy,1
religion,1
Would,1
really,1
be,1
hard,1
Please,1
