,frequency
Damn,1
you,1
AT,1
T,1
Wireless,1
So,1
the,6
new,2
Smartphone,1
is,11
finally,1
coming,1
to,4
market,1
and,7
it,2
being,5
heavily,1
marketed,1
AWS,2
going,1
have,1
a,3
full,1
page,1
ad,1
in,1
Wall,1
Street,1
Journal,1
on,3
launch,1
day,1
everything,1
The,3
phone,2
sold,2
for,3
under,1
300,1
which,2
actually,1
great,1
price,2
point,1
hardware,1
services,1
offered,2
device,1
internally,1
Microsoft,2
at,1
45,1
discount,2
also,1
amazing,1
problem,1
that,2
plans,2
are,3
so,1
expensive,1
Internally,1
two,1
76,1
month,2
95,1
700,1
1,3
100,3
voice,2
minutes,3
respectively,1
30,1
MB,1
of,1
data,3
That,1
just,1
WAY,1
too,1
much,2
I,2
thought,1
spending,1
50,1
my,1
Sprint,1
was,1
overkill,1
For,2
unlimited,1
jumps,1
109,1
Come,1
Also,1
get,1
this,1
those,1
rates,1
normally,1
120,1
without,1
feel,1
like,1
screaming,1
No,1
cellular,1
service,1
worth,1
