,frequency
Ok,1
now,1
that,2
I,5
have,2
a,6
semi,1
respectible,1
car,1
m,2
thinking,1
about,1
taking,1
it,2
autocrossing,2
Let,1
me,1
explain,1
in,2
case,1
you,2
never,1
heard,1
of,3
Basically,1
tight,1
and,3
twisty,1
course,2
is,2
constructed,1
cones,1
large,1
parking,1
lot,1
You,1
rarely,1
go,1
over,1
60,1
MPH,1
so,2
this,2
not,2
high,1
speed,1
sport,1
It,1
focuses,1
on,2
cornering,1
smooth,1
driving,1
definitely,1
good,1
enough,1
with,1
the,1
manual,1
to,2
consider,1
doing,1
year,1
but,1
plan,1
checking,1
out,2
few,1
events,1
know,1
what,1
expect,1
next,1
summer,1
Anyway,1
check,1
some,1
these,1
urlLink,1
maps,1
ll,1
get,1
better,1
idea,1
