,frequency
So,1
last,1
night,2
was,7
the,9
urlLink,3
big,1
go,3
karting,1
event,1
at,3
Champs,3
Karting,1
Racers,1
Katherine,3
Russ,2
Jeff,6
s,5
sister,3
boyfriend,1
Lee,5
Mark,3
Andy,1
Kevin,1
Joel,1
Dennis,1
Rob,1
and,8
another,2
It,1
a,10
shame,1
that,3
online,1
results,1
system,1
is,3
broken,1
because,2
then,1
I,15
could,1
give,1
actual,1
speed,1
numbers,1
At,1
each,1
race,1
18,1
laps,1
of,3
staggered,1
start,1
winner,1
whomever,1
has,1
fastest,2
single,1
lap,3
raced,1
with,5
set,1
for,2
our,1
group,1
20,3
00,1
flat,1
second,1
very,1
close,1
03,1
third,1
30,1
The,2
track,1
fairly,1
small,1
but,3
didn,1
t,2
fully,1
figure,1
it,3
out,2
until,1
about,1
half,1
way,1
through,2
As,1
you,1
can,2
see,1
on,2
this,1
map,1
there,2
are,1
few,1
hairpin,1
turns,2
worst,1
turn,1
3,3
No,1
matter,1
what,1
did,1
couldn,1
seem,1
to,8
get,1
enough,1
exit,1
velocity,2
If,1
real,1
car,1
would,2
have,1
changed,1
gear,1
ratios,1
faster,1
low,1
end,1
acceleration,1
figured,1
how,1
gain,1
some,1
serious,1
1,1
2,1
my,1
down,1
fall,1
m,1
sure,1
improve,1
by,1
least,1
seconds,1
Overall,1
think,2
everyone,1
had,4
good,1
time,1
crew,1
leave,1
early,1
since,1
they,1
just,1
gotten,1
in,1
from,1
across,1
country,1
morning,1
His,1
honestly,1
looked,1
like,1
she,1
pulled,1
two,1
all,1
nighters,1
You,1
know,1
glazed,1
watery,1
look,1
She,1
textbook,1
case,1
will,1
probably,1
drag,1
me,1
back,1
no,1
worries,1
Afterward,1
went,1
Belltown,1
Billiards,1
We,1
were,1
supposed,1
meet,1
up,1
friend,1
Craig,1
he,1
never,2
showed,1
Everytime,1
bar,1
cool,1
mixed,1
drink,1
order,1
need,1
work,1
list,1
