,frequency
I,11
am,1
genuinely,1
curious,1
to,2
know,4
on,2
average,1
how,1
many,2
people,3
a,4
person,4
knows,1
basically,1
friends,1
and,3
family,1
that,4
have,2
committed,2
suicide,2
Personally,1
believe,2
only,2
of,4
one,2
say,1
because,1
very,1
good,1
ability,1
block,1
out,1
harmful,1
events,1
at,1
my,2
high,2
school,1
during,1
the,2
four,1
years,1
was,2
there,1
didn,1
t,2
actually,1
so,1
they,1
aren,1
list,1
There,1
discussion,1
saw,1
online,1
some,1
knew,1
upwards,1
nine,1
had,1
ended,1
their,1
lives,1
guess,1
number,1
just,1
made,1
me,1
think,1
m,1
still,1
thinking,1
