,frequency
Religion,1
fired,1
up,1
in,6
my,9
life,6
when,1
I,12
was,3
baptized,1
some,2
form,4
of,17
Christian,2
This,1
much,1
know,1
not,6
because,2
the,29
holy,1
water,1
scalded,1
and,10
scarred,1
body,1
but,2
parents,2
say,3
so,2
The,4
next,3
religious,1
event,1
would,3
be,3
going,1
to,15
a,10
Baptist,1
church,2
with,4
father,2
around,1
age,4
11,1
Deciding,1
that,10
religion,2
good,2
thing,1
he,1
took,1
me,4
an,1
hour,2
before,1
main,3
service,3
attend,1
their,4
sunday,2
school,2
other,3
kids,1
were,5
practically,1
wearing,1
suits,1
best,1
dresses,1
while,2
sat,1
timidly,1
tucked,1
tshirt,1
Not,3
having,1
any,3
materials,1
children,4
did,3
being,2
able,2
answer,2
questions,1
asked,1
soon,1
disappeared,1
from,3
mind,4
Seems,1
assumed,1
find,1
after,3
Wrong,1
Being,1
timid,1
enough,1
uber,1
even,2
venture,1
out,3
basement,1
All,1
left,1
many,1
brought,1
down,1
too,1
young,1
for,2
For,1
stayed,1
6,1
year,1
olds,1
coloring,1
Bible,1
scenes,1
eating,1
graham,1
crackers,1
milk,1
Needless,1
never,1
wanted,1
return,1
again,2
Dragged,1
by,1
aunt,1
grandmother,1
attended,1
few,1
Catholic,2
services,1
over,2
years,1
idea,3
stand,1
sit,2
kneel,1
pray,1
give,1
money,1
infinite,1
guilt,1
process,1
appeal,1
By,1
13,1
realized,1
there,2
religions,2
fully,1
against,1
Christianity,1
early,1
experiences,1
turned,1
faith,1
hurry,1
God,2
created,5
Man,2
his,2
own,2
image,2
is,7
reverse,1
logic,1
especially,1
Heaven,3
Hell,3
are,1
products,1
human,1
psyche,1
unable,1
comprehend,1
unconciousness,1
If,2
does,1
exist,1
death,1
how,1
can,3
we,2
understand,1
it,4
Since,1
impossible,1
sarcasm,1
as,2
true,1
afterlife,1
just,2
like,1
mortal,1
existence,1
yet,1
dichotomy,1
you,1
Bad,1
Is,1
this,1
very,1
ingenious,1
way,3
keep,1
control,3
people,1
during,1
entire,1
Then,1
Karma,2
almost,1
same,2
pattern,1
Defining,1
your,1
through,1
reincarntion,1
based,1
on,2
s,1
sort,1
Mankind,1
has,2
which,1
cannot,1
answered,1
Along,1
been,1
tailored,1
such,1
masses,1
Studies,1
Buddhism,1
Hinduism,1
most,1
appealing,1
at,1
younger,1
Except,1
aforementioned,1
problems,1
inherent,1
karma,1
caste,1
systems,1
seem,1
more,2
logical,2
There,1
Conservation,3
Matter,1
Energy,1
Soul,1
force,1
spirit,1
makes,2
perfect,1
sense,2
Reincarnation,1
only,1
conclusion,1
grasp,1
die,1
Maybe,1
enjoy,1
knowing,1
