,frequency
The,4
MP3,1
of,4
the,9
week,1
has,1
been,1
updated,1
urlLink,1
Radiohead,1
released,1
Kid,1
A,1
awhile,1
ago,1
and,4
it,3
is,5
a,4
radical,1
departure,1
from,1
glory,1
that,2
OK,1
Computer,1
Most,1
songs,1
grow,1
on,2
you,5
I,1
absolutely,1
adore,1
Optimistic,1
background,1
vocals,2
are,3
melodic,1
blend,1
in,1
perfectly,1
with,1
simplistic,1
guitar,1
riffs,1
main,1
crisp,1
there,1
enough,2
hooks,1
for,2
everyone,1
to,2
love,1
this,2
song,1
Not,1
sure,1
if,1
radio,1
single,1
style,1
quality,2
but,1
s,2
nonetheless,1
lyrics,1
have,1
perfect,1
sense,1
sardonicism,1
yes,1
word,1
go,1
look,1
up,1
MOFO,1
You,1
can,4
try,2
best,3
If,1
good,1
This,4
one,4
optimistic,1
went,1
market,1
just,1
came,1
out,1
swamp,1
dropped,1
payload,1
Fodder,1
animals,1
Living,1
an,1
animal,1
farm,1
