,frequency
Survey,1
General,1
stuff,3
Full,1
name,2
Michael,2
Paul,1
Bibik,1
Jr,1
Age,1
23,1
Place,1
of,30
birth,2
Southfield,1
MI,3
Birthdate,1
08,1
04,1
1980,1
Nicknames,1
M,2
Current,1
residence,1
Bellevue,1
WA,1
Previous,2
residences,1
Livonia,1
Ann,2
Arbor,2
Occupation,1
Program,1
Manager,1
Critical,1
Response,1
Team,1
Windows,2
Mobile,1
Microsoft,2
jobs,1
Dishwasher,1
icre,1
cream,2
scooper,1
Rebecca,1
s,25
clerk,1
photo,1
tech,1
Rite,1
Aid,1
cook,1
South,1
Quad,1
Down,2
Under,1
system,1
administrator,1
UMich,2
Student,1
Publications,1
intern,1
Yazaki,1
North,1
America,1
CTO,1
Buzzhost,1
com,3
Parents,1
names,4
Cheryl,1
Louise,1
and,24
to,42
some,2
extent,1
Sr,1
Siblings,1
NA,13
Pets,1
Well,2
I,35
have,8
three,2
cats,1
at,8
my,10
parent,1
house,2
Buster,3
Lucky,1
Ty,1
all,6
kitties,1
Eye,1
color,5
Hazel,1
leaning,1
toward,1
green,1
Hair,2
dark,2
brown,1
style,2
Short,1
clipper,1
side,1
back,2
usually,1
combed,1
forward,1
Height,1
5,1
11,2
Weight,1
Pushing,1
190lbs,1
Piercings,1
Tattoos,1
Shoe,2
size,1
13,1
depending,2
on,14
the,46
shoe,1
Race,1
Caucasian,1
Religion,2
no,2
faith,1
either,1
Zodiac,1
sign,1
Leo,1
Favorites,1
Favorite,42
food,2
Spicy,1
chicken,2
pad,1
thai,1
grilled,1
salmon,1
restaurant,1
P,1
F,1
Chang,1
Macaroni,1
Grill,1
fast,2
Arby,1
Wendy,1
non,1
alcoholic,2
drink,3
Diet,4
coke,2
decaf,1
vanilla,3
latte,1
Bass,1
ale,1
rum,1
actor,1
Kevin,1
Spacey,1
Edward,1
Norton,1
Brad,1
Pitt,1
yeah,2
know,2
actress,1
movie,1
The,8
Godfather,1
Pulp,1
Fiction,1
Se7en,1
Fight,1
Club,1
American,1
Beauty,1
tv,1
show,1
SportsCenter,1
24,1
singer,1
group,1
Radiohead,1
Aereogramme,1
Sparta,1
Hot,4
Snakes,3
song,1
If,7
Credit,2
What,21
Matters,1
ll,1
Take,1
System,1
a,37
Chop,1
Suey,1
Bad,1
Give,1
You,2
Nothing,2
Belly,1
Superconnected,1
Blackalicious,1
Chemica,1
Calisthenics,1
Coldplay,1
Trouble,1
Esthero,1
Breath,1
From,1
Another,1
Mudvayne,1
Death,1
Blooms,1
Sunny,1
Day,2
Real,1
Estate,1
Guitar,1
Video,1
Games,1
Hives,1
Hate,1
To,1
Say,1
Told,1
So,1
Midnight,1
blue,2
fire,1
engine,1
red,1
silver,1
animal,2
Cats,1
degus,1
teacher,1
Dr,1
Steven,1
Easter,1
neurobiology,1
toy,1
Computers,1
Pocket,1
PC,2
Phone,1
Edition,1
Smartphones,1
favorite,1
place,1
shop,1
Best,1
Buy,1
Home,1
Depot,1
websites,1
slashdot,1
org,1
fark,1
google,2
slickdeals,1
net,1
month,1
season,1
Fall,1
candy,2
Peanut,1
Ms,1
Snickers,1
fruit,1
Just,1
about,5
it,12
thing,5
in,24
your,20
room,3
