,frequency
I,6
know,2
this,1
sporatic,1
posting,1
has,4
got,1
to,13
stop,1
apologize,1
Life,1
been,3
very,1
hectic,1
lately,1
and,8
am,1
just,1
now,2
getting,1
used,1
the,16
new,1
semester,1
Let,1
s,1
start,1
from,1
most,2
recent,1
work,2
our,1
way,1
back,2
Today,1
was,5
my,5
first,1
discussion,1
section,1
for,6
CS,1
280,2
C,2
programming,2
We,2
went,2
over,1
mysteries,1
that,5
are,2
FTP,1
telnet,1
pico,1
g,1
compiler,1
Aside,1
obvious,1
sarcasm,1
GSI,1
graduate,1
student,1
instructor,1
read,1
TA,1
is,1
quite,1
foreign,1
impossible,1
understand,1
No,1
longer,1
will,1
prescence,1
be,2
necessary,1
at,4
class,1
During,1
lecture,1
yesterday,1
sat,1
beside,1
an,3
overly,1
stressed,1
sorority,1
girl,1
The,3
stereotype,1
in,2
full,1
effect,1
as,2
she,4
complained,2
about,2
how,1
had,3
no,1
time,1
since,1
it,2
rush,1
week,1
party,1
She,1
also,1
complexity,1
of,6
UNIX,1
All,2
do,2
type,1
three,1
well,1
documented,1
commands,1
even,2
allowed,1
use,1
Visual,1
Dumb,1
blonde,1
Two,1
nights,1
ago,1
scary,1
main,1
server,2
Michigan,1
Daily,2
down,1
stories,1
production,1
templates,1
everything,1
Couldn,1
t,1
anything,1
remotely,1
so,1
dragged,1
ass,1
StudPub,1
Logged,1
console,1
turns,1
out,1
all,3
4,2
data,2
hard,1
drives,3
crashed,1
destroyed,1
their,2
disklabels,2
could,1
not,2
accessed,1
with,1
AppleTalk,1
After,1
hour,2
scratching,1
head,1
what,2
would,1
cause,1
crash,1
once,1
yet,1
keep,1
operating,1
system,1
drive,1
intact,1
we,2
decided,1
blame,1
weather,1
Lightning,1
told,1
frustrated,1
staff,1
Oddly,1
enough,1
without,1
randomly,1
came,1
up,2
Down,1
2,1
more,1
hours,1
they,1
have,1
48,1
Stability,1
concern,1
Other,1
than,1
life,2
boring,1
Everyone,1
needs,1
urlLink,1
tell,1
me,1
makes,1
interesting,1
