,frequency
I,5
purchased,1
my,1
urlLink,7
hockey,2
skates,2
image,1
last,1
year,1
when,1
Eric,1
and,4
decided,1
to,2
get,1
back,1
into,1
inline,3
The,2
wheels,5
that,2
the,9
came,1
with,3
weren,1
t,3
bad,1
Labeda,1
Shooters,1
bearings,3
were,3
satisfactory,1
ABEC,1
3,1
rated,2
lowest,1
rating,1
but,2
there,2
are,1
worse,1
out,1
aren,1
even,1
had,1
used,1
quite,2
a,4
bit,1
playing,1
outdoor,1
so,2
they,1
worn,1
down,1
first,1
two,1
games,1
of,4
indoor,1
season,1
played,1
on,2
those,1
Needless,1
say,1
fell,1
handful,1
times,1
It,1
took,1
few,1
weeks,1
online,1
bargain,1
hunting,1
finally,1
picked,1
up,1
new,3
set,1
Out,1
old,1
in,1
Don,1
just,1
look,1
much,1
better,1
especially,1
blue,1
chassis,1
