,frequency
I,20
ve,3
fallen,1
in,6
love,1
with,7
two,2
older,2
games,4
lately,1
urlLink,2
Gran,1
Turismo,1
3,1
and,13
chess,9
Yeah,1
is,3
just,5
a,13
wee,1
bit,1
Basically,1
Joe,5
tossed,2
GT3,2
into,2
the,21
PS2,1
earlier,1
this,2
week,1
for,3
first,4
time,3
since,5
we,3
owned,1
it,2
He,2
has,3
only,2
played,2
rally,2
races,4
he,1
hates,1
all,2
of,7
on,3
pavement,1
Matt,3
him,1
scrapped,1
awhile,1
my,4
hat,1
ring,1
was,5
under,1
impression,1
that,7
to,12
correctly,1
navigate,1
turn,2
you,2
had,4
be,3
turning,2
whole,1
In,1
couldn,1
t,5
farther,1
from,1
truth,1
You,3
well,1
before,1
actual,1
bend,1
road,1
then,4
power,1
slide,1
through,2
almost,1
every,1
one,1
got,3
smoked,1
those,1
few,2
After,2
they,1
left,1
gave,2
course,2
more,2
runs,1
barely,1
beat,1
Easy,1
mode,4
figured,1
out,2
Each,1
run,1
saw,1
times,1
improving,1
after,1
each,1
iteration,1
Eventually,1
beating,1
CPU,1
car,4
by,1
10,2
seconds,1
Hard,1
That,1
when,2
hooked,2
an,1
extremely,1
deep,1
game,4
Even,1
simplistic,1
Arcade,1
30,1
tracks,1
too,1
many,1
cars,2
me,1
count,1
The,2
simulation,1
depth,1
haven,1
quite,1
fathomed,1
yet,1
start,2
off,1
meager,1
amount,1
money,1
no,1
My,1
whopping,1
116,1
HP,2
which,1
pretty,1
depressing,1
Zig,2
pushing,1
1048,1
can,1
customize,1
your,1
earn,1
driving,1
licenses,1
allow,1
enter,1
difficult,1
obviously,1
race,1
started,1
but,3
m,1
sure,1
am,1
going,1
On,1
For,1
some,1
reason,1
decided,1
his,1
programming,1
buddies,1
should,1
have,2
contest,1
will,2
write,1
basic,1
GUI,1
allows,1
people,1
plug,1
engines,1
them,1
go,1
at,4
doubt,1
participate,1
writing,1
engine,1
would,1
take,1
hundreds,1
hours,1
least,2
our,1
minds,1
dinner,1
Tuesday,1
night,1
tradition,1
guys,1
Chris,3
ran,2
store,1
Briarwood,1
picked,1
up,1
clock,3
We,1
went,1
back,1
apartment,1
four,1
versus,4
myself,1
None,1
ended,1
checkmate,1
were,1
playing,2
15,1
minutes,3
per,2
person,1
pulled,1
down,1
didn,2
pay,1
attention,1
probably,1
half,1
way,1
Speed,1
isn,1
thing,1
lose,1
less,1
than,1
20,1
total,1
Hopefully,1
stick,1
both,1
these,1
