,frequency
Well,1
it,4
s,3
official,1
I,12
ve,1
been,1
waiting,1
a,4
long,1
time,1
to,4
post,1
anything,1
of,2
substance,1
because,1
knew,1
decision,1
would,1
be,3
coming,1
soon,1
m,2
now,2
officially,1
Program,1
Manager,1
at,2
Microsoft,1
on,1
the,4
Critical,1
Response,1
Team,1
in,1
Mobile,1
Devices,1
Division,1
will,1
probably,1
moving,2
out,1
there,1
between,1
end,1
June,1
and,2
mid,1
July,1
not,1
sure,1
yet,1
There,1
is,1
so,2
much,1
want,3
accomplish,1
before,1
many,1
people,1
see,1
say,1
goodbye,1
overwhelming,1
Today,1
went,1
car,1
shopping,1
think,1
found,1
one,1
but,2
bit,1
pricy,1
for,2
someone,1
who,1
won,1
t,1
seeing,1
that,1
first,1
pay,1
check,1
least,1
two,1
months,1
could,1
wait,1
whine,1
