,frequency
This,1
makes,2
me,1
oddly,1
depressed,1
The,3
mere,1
idea,1
that,1
the,5
urlLink,2
X,2
33,2
will,1
not,3
fly,1
is,3
troubling,1
Mostly,1
because,1
of,2
Mars,1
Lander,1
fiasco,1
NASA,2
seen,1
in,4
brightest,1
lights,1
anymore,1
delays,2
developing,1
are,2
mostly,1
safety,1
based,1
which,1
sense,1
if,1
anyone,1
remembers,1
a,1
slight,1
problem,1
1986,1
with,1
Challenger,1
but,1
these,1
giving,1
credibility,1
They,1
need,1
one,1
project,1
to,2
work,2
and,2
well,1
International,1
Space,1
Station,1
still,1
development,1
can,1
t,1
save,1
them,1
yet,1
