,frequency
my,2
umich,2
edu,2
no,1
link,1
since,1
the,10
site,3
isn,1
t,1
up,1
is,6
a,2
new,3
portal,1
being,2
developed,1
for,1
staff,1
and,3
students,1
of,4
The,5
University,1
Michigan,2
urlLink,4
static,1
gateway,1
that,2
currently,1
in,3
use,1
has,2
proved,1
to,3
be,3
all,2
but,1
worthless,1
mostly,2
because,2
searching,1
lower,1
pages,1
hierarchy,1
chaotic,1
A,1
preview,1
shows,1
just,3
how,2
ugly,1
going,1
Also,1
one,1
press,1
releases,1
talked,1
about,1
headlines,2
will,1
pulled,1
directly,1
from,1
Daily,1
website,1
As,1
Systems,1
Administrator,1
I,2
can,2
say,1
installed,2
web,2
server,2
it,1
not,1
ready,1
main,1
online,1
developer,1
yet,1
configure,1
we,3
hardware,1
late,1
last,1
week,1
fully,1
redesigned,1
are,1
quite,1
excited,1
Hopefully,1
help,1
with,1
on,1
couple,1
months,1
