,word,lemma
0,urlLink,urllink
1,June,june
2,2003,2003
3,Outlook,outlook
4,Moonsurfing,moonsurf
5,com,com
6,Dear,dear
7,Moonsurfers,moonsurf
8,The,the
9,Moon,moon
10,New,new
11,Gemini,gemini
12,Friday,friday
13,May,may
14,30th,30th
15,9,9
16,20,20
17,PM,PM
18,PST,pst
19,http,http
20,www,www
21,moonsurfing,moonsurf
22,nm,nm
23,ovr,ovr
24,html,html
25,monthly,monthli
26,overview,overview
27,go,go
28,mo,mo
29,This,thi
30,many,mani
31,explosive,explos
32,aspects,aspect
33,could,could
34,definitely,definit
35,stressful,stress
36,climax,climax
37,cosmically,cosmic
38,complex,complex
39,month,month
40,Remember,rememb
41,importance,import
42,breathing,breath
43,fully,fulli
44,deeply,deepli
45,31st,31st
46,depending,depend
47,n,n
48,time,time
49,zone,zone
50,2nd,2nd
51,brand,brand
52,new,new
53,beginning,begin
54,gifted,gift
55,us,us
56,accompanying,accompani
57,solar,solar
58,eclipse,eclips
59,provides,provid
60,opportunity,opportun
61,move,move
62,forward,forward
63,directions,direct
64,provided,provid
65,allowed,allow
66,process,process
67,feelings,feel
68,stirred,stir
69,Full,full
70,lunar,lunar
71,Imagination,imagin
72,magic,magic
73,heightened,heighten
74,one,one
75,called,call
76,Black,black
77,Wiccan,wiccan
78,tradition,tradit
79,denotes,denot
80,alchemy,alchemi
81,extremely,extrem
82,powerful,power
83,A,A
84,sextile,sextil
85,Jupiter,jupit
86,Leo,leo
87,expansion,expans
88,broader,broader
89,horizons,horizon
90,Neptune,neptun
91,Aquarius,aquariu
92,field,field
93,dreams,dream
94,sends,send
95,message,messag
96,telling,tell
97,create,creat
98,imagine,imagin
99,Don,don
100,put,put
101,much,much
102,plate,plate
103,lose,lose
104,focus,focu
105,sacrifice,sacrific
106,needed,need
107,clarity,clariti
108,may,may
109,well,well
110,pop,pop
111,information,inform
112,concerning,concern
113,shady,shadi
114,dealings,deal
115,Congress,congress
116,FCC,fcc
117,private,privat
118,corporate,corpor
119,media,media
120,interests,interest
121,radio,radio
122,television,televis
123,broadcasting,broadcast
124,Freedom,freedom
125,speech,speech
126,communication,commun
127,basic,basic
128,tenet,tenet
129,upon,upon
130,country,countri
131,built,built
132,stay,stay
133,aware,awar
134,happening,happen
135,make,make
136,calls,call
137,write,write
138,letters,letter
139,shift,shift
140,Taurus,tauru
141,ruler,ruler
142,throat,throat
143,within,within
144,reminds,remind
145,let,let
146,voice,voic
147,heard,heard
148,On,On
149,3rd,3rd
150,Saturn,saturn
151,vacates,vacat
152,3,3
153,year,year
154,begins,begin
155,journey,journey
156,Cancer,cancer
157,last,last
158,July,juli
159,16,16
160,2005,2005
161,Woman,woman
162,issues,issu
163,prominent,promin
164,political,polit
165,economic,econom
166,personal,person
167,lessons,lesson
168,30,30
169,years,year
170,come,come
171,reality,realiti
172,check,check
173,first,first
174,woman,woman
175,bank,bank
176,climb,climb
177,Mt,Mt
178,Everest,everest
179,priests,priest
180,ordained,ordain
181,Anglican,anglican
182,Episcopalian,episcopalian
183,churches,church
184,Watergate,waterg
185,worldwide,worldwid
186,inflation,inflat
187,oil,oil
188,embargo,embargo
189,energy,energi
190,crisis,crisi
191,marked,mark
192,transit,transit
193,Venus,venu
194,love,love
195,beauty,beauti
196,way,way
197,attract,attract
198,need,need
199,material,materi
200,plane,plane
201,Mercury,mercuri
202,think,think
203,assimilate,assimil
204,united,unit
205,reminding,remind
206,connect,connect
207,heart,heart
208,mind,mind
209,find,find
210,win,win
211,solutions,solut
212,Stay,stay
213,positive,posit
214,keep,keep
215,open,open
216,cultivate,cultiv
217,willingness,willing
218,listen,listen
219,tune,tune
220,adventurous,adventur
221,excitement,excit
222,world,world
223,opening,open
224,consciousness,conscious
225,creates,creat
226,reflect,reflect
227,get,get
228,ready,readi
229,co,co
230,direction,direct
231,committing,commit
232,thoughts,thought
233,words,word
234,actions,action
235,universal,univers
236,part,part
237,Claudia,claudia
