,word,stem
0,today,today
1,interesting,interest
2,say,say
3,least,least
4,felt,felt
5,like,like
6,needed,need
7,alone,alon
8,time,time
9,took,took
10,capone,capon
11,local,local
12,college,colleg
13,campus,campu
14,bonded,bond
15,two,two
16,half,half
17,hours,hour
18,played,play
19,fetch,fetch
20,relaxed,relax
21,went,went
22,long,long
23,walk,walk
24,rather,rather
25,refreshing,refresh
26,allowed,allow
27,get,get
28,thoughts,thought
29,control,control
30,peaceful,peac
31,way,way
32,home,home
33,stopped,stop
34,old,old
35,friends,friend
36,house,hous
37,see,see
38,even,even
39,still,still
40,alive,aliv
41,spent,spent
42,3,3
43,came,came
44,back,back
45,drop,drop
46,picked,pick
47,drove,drove
48,around,around
49,night,night
50,talked,talk
51,lot,lot
52,catching,catch
53,feel,feel
54,got,got
55,chest,chest
56,mean,mean
57,people,peopl
58,talk,talk
59,trade,trade
60,world,world
61,someone,someon
62,knows,know
63,witnessed,wit
64,seen,seen
65,eyes,eye
66,things,thing
67,want,want
68,makes,make
69,relieving,reliev
70,mere,mere
71,fact,fact
72,give,give
73,opinion,opinion
74,based,base
75,knowing,know
76,past,past
77,involved,involv
78,insightful,insight
79,entertaining,entertain
80,tomorrow,tomorrow
81,going,go
82,busy,busi
83,day,day
84,totally,total
85,looking,look
86,forward,forward
87,hey,hey
88,guess,guess
89,days,day
90,whole,whole
91,hell,hell
92,better,better
93,lazy,lazi
94,boring,bore
95,kind,kind
96,takes,take
97,life,life
98,meaning,mean
99,something,someth
100,thats,that
101,whats,what
102,poppin,poppin
103,end,end
104,checked,check
105,kel,kel
106,posted,post
107,pics,pic
108,last,last
109,check,check
110,right,right
111,ClownSteve,clownstev
112,downloaded,download
113,Kelly,kelli
114,theyre,theyr
115,computer,comput
116,one,one
117,livejournal,livejourn
118,nothing,noth
119,im,im
120,pass,pass
121,whenever,whenev
122,able,abl
123,funny,funni
124,okay,okay
125,latah,latah
