,word,stem
0,urlLink,urllink
1,Brainwashing,brainwash
2,United,unit
3,States,state
4,The,the
5,mainstream,mainstream
6,media,media
7,US,US
8,slipped,slip
9,role,role
10,purveyor,purveyor
11,propaganda,propaganda
12,Bush,bush
13,proposed,propos
14,war,war
15,Iraq,iraq
16,Americans,american
17,naively,naiv
18,assume,assum
19,always,alway
20,recognize,recogn
21,announce,announc
22,Orwellian,orwellian
23,strategems,strategem
24,In,In
25,collective,collect
26,mind,mind
27,still,still
28,associated,associ
29,totalitarian,totalitarian
30,regimes,regim
31,Nazi,nazi
32,Germany,germani
33,urgently,urgent
34,need,need
35,new,new
36,vocabulary,vocabulari
37,would,would
38,educate,educ
39,citizens,citizen
40,understand,understand
41,works,work
42,modern,modern
43,democratic,democrat
44,societies,societi
45,Today,today
46,limit,limit
47,range,rang
48,discussion,discuss
49,exclude,exclud
50,public,public
51,arena,arena
52,arguments,argument
53,evidence,evid
54,challenging,challeng
55,prevailing,prevail
56,orthodoxy,orthodoxi
