,word,stem
0,My,My
1,apartment,apart
2,complex,complex
3,comprised,compris
4,four,four
5,seperate,seper
6,buildings,build
7,share,share
8,single,singl
9,underground,underground
10,parking,park
11,garage,garag
12,When,when
13,Russell,russel
14,I,I
15,moved,move
16,took,took
17,two,two
18,last,last
19,spots,spot
20,available,avail
21,They,they
22,building,build
23,B,B
24,lived,live
25,A,A
26,short,short
27,30,30
28,meter,meter
29,walk,walk
30,across,across
31,Last,last
32,night,night
33,working,work
34,followed,follow
35,another,anoth
36,car,car
37,parked,park
38,We,We
39,crossed,cross
40,paths,path
41,went,went
42,opposing,oppos
43,think,think
44,anything,anyth
45,called,call
46,enter,enter
47,traded,trade
48,contact,contact
49,info,info
50,decided,decid
51,trade,trade
52,She,she
53,quite,quit
54,attractive,attract
55,well,well
56,maybe,mayb
57,say,say
58,first,first
59,place,place
