,word,lemma
0,urlLink,urllink
1,Famine,famin
2,struck,struck
3,North,north
4,Koreans,korean
5,eating,eat
6,children,children
7,Cannibalism,cannib
8,increasing,increas
9,Korea,korea
10,following,follow
11,another,anoth
12,poor,poor
13,harvest,harvest
14,big,big
15,cut,cut
16,international,intern
17,food,food
18,aid,aid
19,according,accord
20,refugees,refuge
21,fled,fled
22,stricken,stricken
23,country,countri
24,Aid,aid
25,agencies,agenc
26,alarmed,alarm
27,reports,report
28,killed,kill
29,corpses,corps
30,people,peopl
31,desperate,desper
32,via,via
