,word,stem
0,urlLink,urllink
1,Fundamentally,fundament
2,unsound,unsound
3,Left,left
4,Behind,behind
5,bestselling,bestsel
6,series,seri
7,paranoid,paranoid
8,pro,pro
9,Israel,israel
10,end,end
11,time,time
12,thrillers,thriller
13,may,may
14,sound,sound
15,kooky,kooki
16,America,america
17,right,right
18,wing,wing
19,leaders,leader
20,really,realli
21,believe,believ
22,stuff,stuff
23,The,the
24,provides,provid
25,narrative,narr
26,theological,theolog
27,rationale,rational
28,whole,whole
29,host,host
30,perplexing,perplex
31,conservative,conserv
32,policies,polici
33,White,white
34,House,hous
35,craven,craven
36,decision,decis
37,cut,cut
38,aid,aid
39,United,unit
40,Nations,nation
41,Family,famili
42,Planning,plan
43,Fund,fund
44,surreally,surreal
45,casual,casual
46,mobilization,mobil
47,invasion,invas
48,Baghdad,baghdad
49,city,citi
50,books,book
51,Satan,satan
52,headquarters,headquart
