,word,lemma
0,Current,current
1,Phase,phase
2,New,new
3,Moon,moon
4,Well,well
5,last,last
6,moon,moon
7,cycle,cycl
8,certainly,certainli
9,brought,brought
10,interesting,interest
11,events,event
12,There,there
13,face,face
14,quality,qualiti
15,reality,realiti
16,Today,today
17,kicks,kick
18,next,next
19,beginning,begin
20,Earth,earth
21,Taurus,tauru
22,The,the
23,new,new
24,often,often
25,looked,look
26,dormant,dormant
27,phase,phase
28,seed,seed
29,really,realli
30,takes,take
31,root,root
32,Sensible,sensibl
33,strong,strong
34,willed,will
35,provide,provid
36,safe,safe
37,fertile,fertil
38,ground,ground
39,earth,earth
40,element,element
41,represents,repres
42,everything,everyth
43,potential,potenti
44,growth,growth
45,something,someth
46,greater,greater
47,special,special
48,focus,focu
49,tangible,tangibl
50,Go,Go
51,within,within
52,plant,plant
53,intentions,intent
54,This,thi
55,one,one
56,could,could
57,big,big
58,Sources,sourc
59,Moonsurfing,moonsurf
60,Oracle,oracl
61,Earthlore,earthlor
62,Astrology,astrolog
