,word,lemma
0,This,thi
1,edition,edit
2,still,still
3,Beta,beta
4,presents,present
5,daily,daili
6,paper,paper
7,online,onlin
8,classic,classic
9,internet,internet
10,format,format
11,regular,regular
12,broadsheet,broadsheet
13,With,with
14,one,one
15,able,abl
16,click,click
17,read,read
18,section,section
19,desires,desir
20,similar,similar
21,Orange,orang
22,Country,countri
23,Register,regist
24,Digitl,digitl
25,version,version
26,Though,though
27,privy,privi
28,software,softwar
29,used,use
30,underlying,underli
31,technology,technolog
32,navigation,navig
33,presentation,present
34,clearly,clearli
35,points,point
36,Olive,oliv
37,Software,softwar
38,also,also
39,powered,power
40,County,counti
41,digital,digit
42,urlLink,urllink
43,http,http
44,guardian,guardian
45,co,co
46,uk,uk
47,Link,link
