,word,stem
0,urlLink,urllink
1,A,A
2,Bioweapon,bioweapon
3,Worse,wors
4,Than,than
5,Anthrax,anthrax
6,smallpox,smallpox
7,everyone,everyon
8,radar,radar
9,potentially,potenti
10,devastating,devast
11,bioweapons,bioweapon
12,But,but
13,seldom,seldom
14,heard,heard
15,bacteria,bacteria
16,also,also
17,government,govern
18,list,list
19,bioterror,bioterror
20,threats,threat
21,The,the
22,pathogen,pathogen
23,causes,caus
24,tularemia,tularemia
25,extremely,extrem
26,infectious,infecti
27,experts,expert
28,say,say
29,vaccine,vaccin
30,available,avail
31,general,gener
32,public,public
33,researchers,research
34,disagree,disagre
35,whether,whether
36,poses,pose
37,serious,seriou
38,threat,threat
39,potential,potenti
40,agents,agent
