,word,stem
0,Here,here
1,something,someth
2,I,I
3,found,found
4,going,go
5,many,mani
6,boxes,box
7,papers,paper
8,journals,journal
9,poetry,poetri
10,photos,photo
11,letters,letter
12,always,alway
13,wonder,wonder
14,glad,glad
15,written,written
16,top,top
17,calendar,calendar
18,MEMORY,memori
19,A,A
20,person,person
21,eyes,eye
22,give,give
23,valuable,valuabl
24,clues,clue
25,remembering,rememb
26,thinking,think
27,tell,tell
28,way,way
29,looking,look
30,UP,UP
31,Right,right
32,Visually,visual
33,Left,left
34,constructing,construct
35,STRAIGHT,straight
36,Auditory,auditori
37,DOWN,down
38,Inner,inner
39,dialog,dialog
40,Kinesthetic,kinesthet
41,feeling,feel
