,word,stem
0,urlLink,urllink
1,iDuck,iduck
2,Akuma,akuma
3,one,one
4,buying,buy
5,USB,usb
6,drives,drive
7,We,We
8,need,need
9,carve,carv
10,niche,nich
11,market,market
12,I,I
13,believe,believ
14,main,main
15,problem,problem
16,wants,want
17,carry,carri
18,around,around
19,something,someth
20,looks,look
21,like,like
22,dorky,dorki
23,pack,pack
24,gum,gum
25,What,what
26,kids,kid
27,nowadays,nowaday
28,My,My
29,2,2
30,year,year
31,old,old
32,daughter,daughter
33,loves,love
34,toys,toy
35,hmm,hmm
36,getting,get
37,idea,idea
38,drive,drive
