,word,stem
0,Sick,sick
1,spending,spend
2,days,day
3,trying,tri
4,find,find
5,something,someth
6,keep,keep
7,busy,busi
8,I,I
9,decided,decid
10,get,get
11,certification,certif
12,The,the
13,first,first
14,one,one
15,A,A
16,people,peopl
17,think,think
18,joke,joke
19,figure,figur
20,training,train
21,It,It
22,covers,cover
23,basic,basic
24,hardware,hardwar
25,skills,skill
26,DOS,do
27,Windows,window
28,portion,portion
29,Is,Is
30,power,power
31,supply,suppli
32,video,video
33,card,card
34,gets,get
35,bit,bit
36,difficult,difficult
37,RAM,ram
38,chip,chip
39,ECC,ecc
40,What,what
41,call,call
42,Operating,oper
43,Systems,system
44,Technology,technolog
45,overview,overview
46,NT,NT
47,Win9x,win9x
48,Win2K,win2k
49,OS,OS
50,exam,exam
51,installation,instal
52,troubleshooting,troubleshoot
53,networking,network
54,If,If
55,pass,pass
56,tests,test
57,legacy,legaci
58,failure,failur
59,go,go
60,history,histori
61,exams,exam
62,try,tri
63,hand,hand
64,actually,actual
65,Too,too
66,bad,bad
67,generic,gener
68,sysadmin,sysadmin
69,There,there
70,urlLink,urllink
71,linux,linux
72,Redhat,redhat
73,Solaris,solari
74,AIX,aix
75,BSD,bsd
76,cert,cert
77,would,would
