,word,stem
0,I,I
1,believe,believ
2,things,thing
3,cannot,cannot
4,see,see
5,eyes,eye
6,hold,hold
7,stock,stock
8,importance,import
9,prominence,promin
10,rest,rest
11,senses,sens
12,touch,touch
13,taste,tast
14,hear,hear
15,smell,smell
16,Yesterday,yesterday
17,celebrated,celebr
18,birth,birth
19,miraculous,miracul
20,man,man
21,prove,prove
22,son,son
23,Godde,godd
24,feel,feel
25,particular,particular
26,truth,truth
27,depths,depth
28,bones,bone
29,However,howev
30,belief,belief
31,negate,negat
32,make,make
33,impossible,imposs
34,existence,exist
35,esteemable,esteem
36,tenants,tenant
37,consider,consid
38,Celtic,celtic
39,Christo,christo
40,Episco,episco
41,Pagan,pagan
42,follows,follow
43,teachings,teach
44,Jesus,jesu
45,pays,pay
46,homage,homag
47,Goddess,goddess
48,faeries,faeri
49,Santa,santa
50,Claus,clau
51,elves,elv
52,unicorns,unicorn
53,forms,form
54,magic,magic
55,found,found
56,paying,pay
57,attention,attent
58,listening,listen
59,child,child
60,like,like
61,voice,voic
62,lives,live
63,inside,insid
64,potential,potenti
65,disappear,disappear
66,human,human
67,beings,be
68,guard,guard
69,care,care
70,love,love
71,words,word
72,Buddha,buddha
73,close,close
74,heart,heart
75,penchant,penchant
76,Islamic,islam
77,spiritual,spiritu
78,poetry,poetri
79,follow,follow
80,religious,religi
81,path,path
82,ancient,ancient
83,Church,church
84,use,use
85,rosary,rosari
86,prayer,prayer
87,meditation,medit
88,evil,evil
89,exists,exist
90,also,also
91,overwhelming,overwhelm
92,nature,natur
93,Good,good
94,speaks,speak
95,every,everi
96,woman,woman
97,race,race
98,religion,religion
99,creed,creed
100,reserved,reserv
101,one,one
102,nation,nation
103,brand,brand
104,theology,theolog
105,embraces,embrac
106,embraced,embrac
107,walk,walk
108,planet,planet
109,Beauty,beauti
110,happiness,happi
111,fulfillment,fulfil
112,tradition,tradit
113,Regardless,regardless
114,wish,wish
115,Blessed,bless
116,Christmas,christma
117,Happy,happi
118,New,new
119,Year,year
