,word,stem
0,urlLink,urllink
1,Abercrombie,abercrombi
2,Fitch,fitch
3,Asian,asian
4,caricatures,caricatur
5,T,T
6,shirts,shirt
7,cause,caus
8,outrage,outrag
9,04,04
10,18,18
11,09,09
12,42,42
13,PDT,pdt
14,SAN,san
15,FRANCISCO,francisco
16,AP,AP
17,A,A
18,new,new
19,line,line
20,depicting,depict
21,stereotypes,stereotyp
22,Asians,asian
23,triggered,trigger
24,e,e
25,mail,mail
26,phone,phone
27,campaign,campaign
28,boycott,boycott
29,clothier,clothier
30,caters,cater
31,young,young
32,active,activ
33,set,set
34,One,one
35,Ohio,ohio
36,based,base
37,company,compani
38,reads,read
39,Wong,wong
40,Brothers,brother
41,Laundry,laundri
42,Service,servic
43,Two,two
44,Wongs,wong
45,Can,can
46,Make,make
47,It,It
48,White,white
49,shows,show
50,two,two
51,smiling,smile
52,men,men
53,slanted,slant
54,eyes,eye
55,wearing,wear
56,conical,conic
57,hats,hat
58,said,said
59,supposed,suppos
60,funny,funni
61,cater,cater
62,customers,custom
63,We,We
64,personally,person
65,thought,thought
66,would,would
67,love,love
68,shirt,shirt
69,Hampton,hampton
70,Carney,carney
71,spokesman,spokesman
72,The,the
73,prompted,prompt
74,late,late
75,night,night
76,meeting,meet
77,Stanford,stanford
78,University,univers
79,students,student
80,Wednesday,wednesday
81,American,american
82,Students,student
83,Association,associ
84,encouraged,encourag
85,calls,call
86,apologize,apolog
87,really,realli
88,misleading,mislead
89,people,peopl
90,Michael,michael
91,Chang,chang
92,vice,vice
93,chairman,chairman
94,student,student
95,organization,organ
96,depict,depict
97,century,centuri
98,old,old
99,You,you
100,seeing,see
101,laundry,laundri
102,service,servic
103,basically,basic
104,entire,entir
105,religion,religion
106,philosophy,philosophi
107,trivialized,trivial
108,features,featur
109,Buddha,buddha
110,figure,figur
111,slogan,slogan
112,Bash,bash
113,Get,get
114,Your,your
115,Floor,floor
116,Another,anoth
117,Wok,wok
118,N,N
119,Bowl,bowl
120,Let,let
121,Good,good
122,Times,time
123,Roll,roll
124,Chinese,chines
125,Food,food
126,Bowling,bowl
127,apologised,apologis
128,offense,offens
129,caused,caus
130,first,first
131,protest,protest
132,broke,broke
