,word,stem
0,needed,need
1,get,get
2,away,away
3,minute,minut
4,oppertunity,oppertun
5,work,work
6,everything,everyth
7,weekend,weekend
8,ended,end
9,going,go
10,4,4
11,1,1
12,2,2
13,hours,hour
14,north,north
15,west,west
16,side,side
17,michigan,michigan
18,go,go
19,camping,camp
20,day,day
21,family,famili
22,apprehensive,apprehens
23,first,first
24,generally,gener
25,like,like
26,hanging,hang
27,blast,blast
28,got,got
29,along,along
30,great,great
31,everyone,everyon
32,laughing,laugh
33,fact,fact
34,amazing,amaz
35,time,time
36,came,came
37,leave,leav
38,tonight,tonight
39,hesitated,hesit
40,cause,caus
41,much,much
42,fun,fun
43,wierd,wierd
44,eh,eh
45,anyways,anyway
46,sunday,sunday
47,morning,morn
48,went,went
49,picked,pick
50,chad,chad
51,drove,drove
52,together,togeth
53,good,good
54,road,road
55,trip,trip
56,lot,lot
57,scenic,scenic
58,shit,shit
59,none,none
60,less,less
61,found,found
62,camp,camp
63,ground,ground
64,using,use
65,fucking,fuck
66,sun,sun
67,navigate,navig
68,mapquest,mapquest
69,WRONG,wrong
70,parents,parent
71,even,even
72,campsite,campsit
73,driving,drive
74,around,around
75,town,town
76,sand,sand
77,dunes,dune
78,look,look
79,low,low
80,behold,behold
81,find,find
82,chances,chanc
83,sooooooo,sooooooo
84,dads,dad
85,truck,truck
86,night,night
87,complete,complet
88,steep,steep
89,hills,hill
90,back,back
91,something,someth
92,would,would
93,experince,experinc
94,words,word
95,actually,actual
96,tell,tell
97,anything,anyth
98,able,abl
99,pictures,pictur
100,talking,talk
101,watched,watch
102,second,second
103,sunset,sunset
104,entire,entir
105,life,life
106,check,check
107,pics,pic
108,seen,seen
109,one,one
110,visiting,visit
111,san,san
112,francisco,francisco
113,sets,set
114,right,right
115,thing,thing
116,missing,miss
117,sitting,sit
118,watching,watch
119,IN,IN
120,ANOTHER,anoth
121,WORLD,world
122,wishing,wish
123,someone,someon
124,else,els
125,next,next
126,buttttttttttt,buttttttttttt
127,yeah,yeah
128,wished,wish
129,see,see
130,picture,pictur
131,home,home
132,downloaded,download
133,must,must
134,took,took
135,dreaming,dream
136,sat,sat
137,fire,fire
138,telling,tell
139,jokes,joke
140,quite,quit
141,felt,felt
142,realized,realiz
143,lyndsey,lyndsey
144,still,still
145,miss,miss
146,odd,odd
147,woke,woke
148,ate,ate
149,breakfast,breakfast
150,RIGHT,right
151,car,car
152,flip,flip
153,hurt,hurt
154,photos,photo
155,guys,guy
156,dirt,dirt
157,bikes,bike
158,flying,fli
159,air,air
160,goooood,goooood
161,times,time
162,vacation,vacat
163,say,say
164,enjoyed,enjoy
165,though,though
166,last,last
167,thats,that
168,post,post
169,hope,hope
170,enjoy,enjoy
171,make,make
172,easy,easi
173,link,link
174,urlLink,urllink
175,click,click
176,sooooo,sooooo
177,wish,wish
178,interesting,interest
179,things,thing
180,dont,dont
181,goodnight,goodnight
182,farewell,farewel
183,comment,comment
184,peace,peac
185,ps,ps
186,read,read
187,thanks,thank
188,luck,luck
189,wishes,wish
