,word,stem
0,This,thi
1,makes,make
2,oddly,oddli
3,depressed,depress
4,The,the
5,mere,mere
6,idea,idea
7,urlLink,urllink
8,X,X
9,33,33
10,fly,fli
11,troubling,troubl
12,Mostly,mostli
13,Mars,mar
14,Lander,lander
15,fiasco,fiasco
16,NASA,nasa
17,seen,seen
18,brightest,brightest
19,lights,light
20,anymore,anymor
21,delays,delay
22,developing,develop
23,mostly,mostli
24,safety,safeti
25,based,base
26,sense,sens
27,anyone,anyon
28,remembers,rememb
29,slight,slight
30,problem,problem
31,1986,1986
32,Challenger,challeng
33,giving,give
34,credibility,credibl
35,They,they
36,need,need
37,one,one
38,project,project
39,work,work
40,well,well
41,International,intern
42,Space,space
43,Station,station
44,still,still
45,development,develop
46,save,save
47,yet,yet
