,word,stem
0,A,A
1,STEP,step
2,CLOSER,closer
3,TO,TO
4,STEPPING,step
5,OFF,off
6,Voices,voic
7,raised,rais
8,like,like
9,hands,hand
10,heads,head
11,waves,wave
12,fingers,finger
13,piano,piano
14,playing,play
15,air,air
16,accidental,accident
17,harmonies,harmoni
18,wanting,want
19,end,end
20,The,the
21,world,world
22,spins,spin
23,synch,synch
24,faster,faster
25,hotter,hotter
26,water,water
27,spills,spill
28,steam,steam
29,rises,rise
30,warm,warm
31,mud,mud
32,soft,soft
33,underbellies,underbelli
34,earth,earth
35,worms,worm
36,making,make
37,way,way
38,home,home
39,everybody,everybodi
40,goes,goe
41,business,busi
42,Drums,drum
43,beat,beat
44,mark,mark
45,passage,passag
46,young,young
47,girls,girl
48,dance,danc
49,boys,boy
50,look,look
51,ying,ying
52,yang,yang
53,pushed,push
54,crescendo,crescendo
55,cutting,cut
56,cage,cage
57,victory,victori
58,nothing,noth
59,barrier,barrier
60,breached,breach
61,For,for
62,whose,whose
63,benefit,benefit
64,metaphors,metaphor
65,significances,signific
66,coincidences,coincid
67,reward,reward
68,smiles,smile
69,knowing,know
70,winks,wink
71,nudge,nudg
72,Wrong,wrong
73,wrong,wrong
74,know,know
75,right,right
76,see,see
77,Bad,bad
78,bad,bad
79,good,good
80,opposites,opposit
81,define,defin
82,merging,merg
83,melting,melt
84,earthworms,earthworm
85,go,go
86,makes,make
87,shouting,shout
88,turns,turn
89,singing,sing
90,whispers,whisper
91,laughter,laughter
92,silence,silenc
93,rest,rest
94,notes,note
